Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,x_nztm,y_nztm
7.85,1.7,4.62,3.31,6.0,6.0,233.0,224.0,30.0,-44.6572,173.3342,1626499.0,5055080.0
7.88,1.7,4.64,3.32,6.0,6.0,250.0,224.0,30.0,-44.755,173.4993,1639522.0,5044153.0
7.91,1.7,4.65,3.32,6.0,6.0,266.0,224.0,30.0,-44.8467,173.6552,1651779.0,5033868.0
7.94,1.7,4.67,3.33,6.0,6.0,283.0,224.0,30.0,-44.944,173.8213,1664801.0,5022941.0
7.97,1.7,4.69,3.34,6.0,6.0,300.0,224.0,30.0,-45.0411,173.9881,1677824.0,5012014.0
7.99,1.7,4.7,3.35,6.0,6.0,316.0,224.0,30.0,-45.1322,174.1455,1690081.0,5001729.0
8.02,1.7,4.72,3.36,6.0,6.0,333.0,224.0,30.0,-45.2288,174.3133,1703104.0,4990802.0
8.04,1.7,4.73,3.36,6.0,6.0,350.0,224.0,30.0,-45.3251,174.4817,1716126.0,4979874.0
8.0,1.7,4.71,3.35,6.0,6.0,1200.0,224.0,30.0,-49.7653,-176.3374,2367264.0,4433505.0
7.8,1.73,4.51,3.29,6.0,6.0,-1200.0,269.0,30.0,-36.0465,160.8148,499832.0,5941723.0
7.93,1.73,4.58,3.33,6.0,6.0,-540.0,269.0,30.0,-40.282,166.0086,1005421.0,5517483.0
7.97,1.73,4.61,3.34,6.0,6.0,-400.0,269.0,30.0,-41.1576,167.1931,1112668.0,5427493.0
7.99,1.73,4.62,3.35,6.0,6.0,-300.0,269.0,30.0,-41.7767,168.0586,1189272.0,5363214.0
8.01,1.73,4.63,3.35,6.0,6.0,-200.0,269.0,30.0,-42.3901,168.9411,1265876.0,5298935.0
8.02,1.72,4.66,3.36,6.0,6.0,-151.0,269.0,30.0,-42.6884,169.3798,1303413.0,5267439.0
8.01,1.72,4.66,3.35,4.5,6.0,-136.0,269.0,30.0,-42.7794,169.5149,1314903.0,5257797.0
7.98,1.7,4.7,3.34,4.2,6.0,-121.0,269.0,30.0,-42.8703,169.6505,1326394.0,5248155.0
7.89,1.7,4.65,3.32,3.84,6.0,-106.0,269.0,30.0,-42.961,169.7864,1337885.0,5238513.0
7.84,1.7,4.62,3.31,3.37,6.0,-96.0,269.0,30.0,-43.0214,169.8773,1345545.0,5232085.0
7.75,1.69,4.57,3.28,3.55,6.0,-86.0,269.0,30.0,-43.0817,169.9683,1353206.0,5225658.0
7.63,1.69,4.52,3.25,4.4,6.0,-76.0,269.0,30.0,-43.1419,170.0595,1360866.0,5219230.0
7.53,1.69,4.46,3.22,3.28,6.0,-68.0,269.0,30.0,-43.1901,170.1326,1366994.0,5214087.0
7.55,1.69,4.47,3.22,2.63,4.44,-61.0,269.0,30.0,-43.2322,170.1967,1372357.0,5209588.0
7.18,1.7,4.23,3.12,2.81,4.39,-53.0,269.0,30.0,-43.2803,170.27,1378485.0,5204446.0
6.75,1.7,3.97,2.99,2.6,4.23,-46.0,269.0,30.0,-43.3223,170.3342,1383847.0,5199946.0
6.55,1.7,3.85,2.92,2.49,4.19,-38.0,269.0,30.0,-43.3703,170.4077,1389976.0,5194804.0
6.46,1.7,3.8,2.89,2.4,4.16,-31.0,269.0,30.0,-43.4122,170.4722,1395338.0,5190304.0
6.43,1.7,3.78,2.87,2.34,4.23,-23.0,269.0,30.0,-43.4602,170.5459,1401466.0,5185162.0
6.34,1.7,3.72,2.84,2.28,4.3,-16.0,269.0,30.0,-43.502,170.6106,1406829.0,5180662.0
6.14,1.72,3.58,2.78,2.26,3.99,-8.0,269.0,30.0,-43.5499,170.6845,1412957.0,5175520.0
6.08,1.72,3.53,2.76,2.24,3.76,-1.0,269.0,30.0,-43.5917,170.7494,1418319.0,5171021.0
6.13,1.72,3.56,2.78,2.23,3.77,7.0,269.0,30.0,-43.6394,170.8235,1424448.0,5165878.0
6.25,1.72,3.63,2.81,2.22,3.79,14.0,269.0,30.0,-43.6811,170.8886,1429810.0,5161379.0
6.42,1.72,3.73,2.87,2.19,3.76,22.0,269.0,30.0,-43.7288,170.963,1435938.0,5156236.0
6.59,1.72,3.84,2.93,2.15,3.71,29.0,269.0,30.0,-43.7704,171.0282,1441301.0,5151737.0
6.79,1.72,3.96,3.0,2.09,3.64,37.0,269.0,30.0,-43.818,171.1028,1447429.0,5146595.0
6.9,1.71,4.03,3.04,2.03,3.5,41.0,269.0,30.0,-43.8418,171.1402,1450493.0,5144024.0
6.99,1.71,4.08,3.07,1.98,3.4,44.0,269.0,30.0,-43.8596,171.1682,1452791.0,5142095.0
7.11,1.71,4.15,3.1,1.91,3.27,48.0,269.0,30.0,-43.8833,171.2056,1455856.0,5139524.0
7.2,1.72,4.2,3.13,1.87,3.17,51.0,269.0,30.0,-43.9011,171.2337,1458154.0,5137596.0
7.32,1.72,4.27,3.16,1.8,3.04,55.0,269.0,30.0,-43.9248,171.2712,1461218.0,5135024.0
7.37,1.72,4.29,3.17,1.82,3.06,58.0,269.0,30.0,-43.9426,171.2993,1463516.0,5133096.0
7.43,1.72,4.32,3.19,1.84,3.08,62.0,269.0,30.0,-43.9663,171.3368,1466580.0,5130525.0
7.48,1.72,4.35,3.2,1.86,3.09,65.0,269.0,30.0,-43.9841,171.365,1468878.0,5128597.0
7.54,1.72,4.38,3.22,1.88,3.11,69.0,269.0,30.0,-44.0078,171.4026,1471942.0,5126025.0
7.56,1.72,4.39,3.23,1.89,3.13,72.0,269.0,30.0,-44.0255,171.4308,1474241.0,5124097.0
7.58,1.72,4.4,3.23,1.92,3.15,76.0,269.0,30.0,-44.0492,171.4684,1477305.0,5121526.0
7.6,1.72,4.42,3.24,1.93,3.16,79.0,269.0,30.0,-44.0669,171.4966,1479603.0,5119598.0
7.62,1.72,4.43,3.24,1.95,3.18,83.0,269.0,30.0,-44.0906,171.5343,1482667.0,5117026.0
7.63,1.72,4.44,3.25,2.02,3.26,86.0,269.0,30.0,-44.1083,171.5626,1484965.0,5115098.0
7.64,1.72,4.44,3.25,2.13,3.4,90.0,269.0,30.0,-44.1319,171.6003,1488029.0,5112527.0
7.65,1.72,4.46,3.25,2.22,3.51,93.0,269.0,30.0,-44.1496,171.6286,1490328.0,5110599.0
7.66,1.72,4.46,3.25,2.33,3.64,97.0,269.0,30.0,-44.1732,171.6664,1493392.0,5108027.0
7.67,1.72,4.47,3.26,2.42,3.75,100.0,269.0,30.0,-44.1909,171.6948,1495690.0,5106099.0
7.7,1.71,4.5,3.27,2.53,3.89,104.0,269.0,30.0,-44.2145,171.7326,1498754.0,5103528.0
7.72,1.71,4.51,3.27,2.62,3.99,107.0,269.0,30.0,-44.2321,171.761,1501052.0,5101600.0
7.76,1.71,4.54,3.28,2.73,4.13,111.0,269.0,30.0,-44.2557,171.7989,1504116.0,5099028.0
7.78,1.71,4.56,3.29,2.82,4.24,114.0,269.0,30.0,-44.2734,171.8273,1506414.0,5097100.0
7.81,1.71,4.58,3.3,3.02,4.51,118.0,269.0,30.0,-44.2969,171.8653,1509479.0,5094529.0
7.84,1.71,4.6,3.31,3.18,4.71,121.0,269.0,30.0,-44.3145,171.8937,1511777.0,5092601.0
7.89,1.7,4.63,3.32,6.0,6.0,127.0,269.0,30.0,-44.3498,171.9507,1516373.0,5088744.0
7.93,1.7,4.66,3.33,6.0,6.0,133.0,269.0,30.0,-44.385,172.0078,1520969.0,5084887.0
7.96,1.7,4.68,3.34,6.0,6.0,139.0,269.0,30.0,-44.4202,172.065,1525566.0,5081030.0
7.98,1.7,4.69,3.34,6.0,6.0,145.0,269.0,30.0,-44.4554,172.1222,1530162.0,5077174.0
7.99,1.7,4.7,3.35,6.0,6.0,152.0,269.0,30.0,-44.4964,172.189,1535524.0,5072674.0
7.99,1.7,4.7,3.35,6.0,6.0,161.0,269.0,30.0,-44.5491,172.2751,1542419.0,5066889.0
7.97,1.7,4.69,3.34,6.0,6.0,173.0,269.0,30.0,-44.6192,172.3901,1551611.0,5059176.0
7.91,1.7,4.65,3.32,6.0,6.0,187.0,269.0,30.0,-44.7008,172.5246,1562336.0,5050177.0
7.88,1.7,4.64,3.32,6.0,6.0,201.0,269.0,30.0,-44.7823,172.6595,1573060.0,5041178.0
7.88,1.7,4.64,3.32,6.0,6.0,216.0,269.0,30.0,-44.8695,172.8044,1584551.0,5031536.0
7.92,1.7,4.66,3.33,6.0,6.0,233.0,269.0,30.0,-44.968,172.9692,1597574.0,5020608.0
7.95,1.7,4.68,3.34,6.0,6.0,250.0,269.0,30.0,-45.0663,173.1346,1610596.0,5009681.0
7.99,1.7,4.7,3.35,6.0,6.0,266.0,269.0,30.0,-45.1586,173.2907,1622853.0,4999396.0
8.02,1.7,4.72,3.36,6.0,6.0,283.0,269.0,30.0,-45.2564,173.4572,1635876.0,4988469.0
8.04,1.7,4.73,3.36,6.0,6.0,300.0,269.0,30.0,-45.354,173.6242,1648899.0,4977542.0
8.04,1.7,4.73,3.36,6.0,6.0,316.0,269.0,30.0,-45.4456,173.782,1661155.0,4967257.0
8.05,1.7,4.74,3.36,6.0,6.0,333.0,269.0,30.0,-45.5427,173.9501,1674178.0,4956330.0
8.05,1.7,4.74,3.36,6.0,6.0,350.0,269.0,30.0,-45.6395,174.1188,1687201.0,4945402.0
8.02,1.7,4.72,3.36,6.0,6.0,1200.0,269.0,30.0,-50.1056,-176.6666,2338339.0,4399033.0
7.76,1.73,4.49,3.28,6.0,6.0,-1200.0,313.0,30.0,-36.3117,160.4602,471549.0,5908017.0
7.99,1.73,4.62,3.35,6.0,6.0,-540.0,313.0,30.0,-40.5628,165.6457,977139.0,5483777.0
8.04,1.73,4.65,3.36,6.0,6.0,-400.0,313.0,30.0,-41.4422,166.8294,1084385.0,5393787.0
8.08,1.73,4.67,3.37,6.0,6.0,-300.0,313.0,30.0,-42.064,167.6947,1160989.0,5329508.0
8.11,1.73,4.69,3.38,6.0,6.0,-200.0,313.0,30.0,-42.6801,168.5771,1237594.0,5265229.0
8.13,1.72,4.73,3.38,6.0,6.0,-151.0,313.0,30.0,-42.9798,169.0159,1275130.0,5233733.0
8.12,1.72,4.72,3.38,3.53,6.0,-136.0,313.0,30.0,-43.0712,169.1511,1286621.0,5224091.0
8.02,1.7,4.72,3.36,3.79,6.0,-121.0,313.0,30.0,-43.1625,169.2867,1298111.0,5214449.0
7.91,1.7,4.65,3.32,3.59,6.0,-106.0,313.0,30.0,-43.2537,169.4227,1309602.0,5204807.0
7.78,1.7,4.58,3.29,3.45,6.0,-96.0,313.0,30.0,-43.3143,169.5135,1317262.0,5198379.0
7.62,1.7,4.48,3.24,3.18,5.53,-86.0,313.0,30.0,-43.375,169.6046,1324923.0,5191952.0
7.42,1.7,4.36,3.19,2.79,4.58,-76.0,313.0,30.0,-43.4355,169.6959,1332583.0,5185524.0
7.16,1.7,4.21,3.11,2.99,4.52,-68.0,313.0,30.0,-43.4839,169.769,1338712.0,5180381.0
6.9,1.7,4.06,3.04,3.34,4.44,-61.0,313.0,30.0,-43.5262,169.8331,1344074.0,5175882.0
6.57,1.7,3.87,2.93,3.6,4.52,-53.0,313.0,30.0,-43.5745,169.9065,1350202.0,5170740.0
6.19,1.7,3.64,2.79,3.26,4.43,-46.0,313.0,30.0,-43.6167,169.9707,1355565.0,5166240.0
6.08,1.7,3.57,2.76,3.03,4.43,-38.0,313.0,30.0,-43.665,170.0443,1361693.0,5161098.0
6.07,1.7,3.57,2.76,2.82,4.44,-31.0,313.0,30.0,-43.7071,170.1088,1367055.0,5156598.0
6.16,1.71,3.61,2.78,2.76,4.33,-23.0,313.0,30.0,-43.7553,170.1826,1373184.0,5151456.0
6.22,1.71,3.63,2.8,2.7,4.22,-16.0,313.0,30.0,-43.7973,170.2473,1378546.0,5146956.0
6.36,1.72,3.7,2.85,2.47,4.04,-8.0,313.0,30.0,-43.8454,170.3213,1384674.0,5141814.0
6.41,1.73,3.72,2.87,2.27,3.89,-1.0,313.0,30.0,-43.8874,170.3862,1390037.0,5137315.0
6.42,1.73,3.72,2.87,2.16,3.71,7.0,313.0,30.0,-43.9354,170.4604,1396165.0,5132172.0
6.48,1.72,3.76,2.89,2.06,3.57,14.0,313.0,30.0,-43.9773,170.5255,1401527.0,5127673.0
6.68,1.72,3.89,2.96,1.98,3.42,22.0,313.0,30.0,-44.0252,170.6,1407656.0,5122531.0
6.88,1.71,4.03,3.03,1.93,3.3,29.0,313.0,30.0,-44.0671,170.6652,1413018.0,5118031.0
7.05,1.7,4.15,3.08,1.88,3.17,37.0,313.0,30.0,-44.1149,170.7399,1419146.0,5112889.0
7.08,1.7,4.17,3.09,1.84,3.13,41.0,313.0,30.0,-44.1388,170.7773,1422211.0,5110318.0
7.1,1.69,4.19,3.1,1.82,3.1,44.0,313.0,30.0,-44.1567,170.8054,1424509.0,5108389.0
7.14,1.69,4.22,3.11,1.8,3.06,48.0,313.0,30.0,-44.1805,170.8428,1427573.0,5105818.0
7.18,1.69,4.24,3.12,1.78,3.02,51.0,313.0,30.0,-44.1984,170.8709,1429871.0,5103890.0
7.22,1.69,4.26,3.13,1.76,2.99,55.0,313.0,30.0,-44.2222,170.9084,1432935.0,5101319.0
7.28,1.7,4.29,3.15,1.77,3.02,58.0,313.0,30.0,-44.2401,170.9366,1435233.0,5099390.0
7.36,1.7,4.33,3.17,1.79,3.07,62.0,313.0,30.0,-44.2639,170.9741,1438297.0,5096819.0
7.42,1.7,4.36,3.19,1.8,3.11,65.0,313.0,30.0,-44.2818,171.0023,1440596.0,5094891.0
7.5,1.7,4.41,3.21,1.82,3.16,69.0,313.0,30.0,-44.3056,171.0399,1443660.0,5092320.0
7.56,1.7,4.44,3.23,1.83,3.2,72.0,313.0,30.0,-44.3234,171.0682,1445958.0,5090391.0
7.64,1.71,4.48,3.25,1.85,3.25,76.0,313.0,30.0,-44.3472,171.1058,1449022.0,5087820.0
7.71,1.71,4.52,3.27,1.86,3.29,79.0,313.0,30.0,-44.365,171.1341,1451320.0,5085892.0
7.79,1.71,4.56,3.29,1.88,3.34,83.0,313.0,30.0,-44.3888,171.1718,1454384.0,5083320.0
7.83,1.71,4.58,3.3,1.92,3.41,86.0,313.0,30.0,-44.4066,171.2001,1456683.0,5081392.0
7.87,1.71,4.61,3.31,2.01,3.53,90.0,313.0,30.0,-44.4304,171.2379,1459747.0,5078821.0
7.91,1.71,4.63,3.32,2.08,3.62,93.0,313.0,30.0,-44.4481,171.2662,1462045.0,5076893.0
7.95,1.71,4.65,3.34,2.17,3.73,97.0,313.0,30.0,-44.4719,171.304,1465109.0,5074321.0
7.98,1.71,4.67,3.34,2.23,3.82,100.0,313.0,30.0,-44.4896,171.3324,1467407.0,5072393.0
8.0,1.71,4.68,3.35,2.32,3.94,104.0,313.0,30.0,-44.5133,171.3703,1470471.0,5069822.0
8.01,1.71,4.69,3.35,2.39,4.03,107.0,313.0,30.0,-44.5311,171.3987,1472769.0,5067894.0
8.03,1.71,4.7,3.36,2.49,4.14,111.0,313.0,30.0,-44.5548,171.4367,1475834.0,5065322.0
8.05,1.71,4.72,3.36,2.55,4.23,114.0,313.0,30.0,-44.5725,171.4651,1478132.0,5063394.0
8.06,1.71,4.73,3.37,3.07,4.5,118.0,313.0,30.0,-44.5962,171.5031,1481196.0,5060823.0
8.06,1.7,4.73,3.37,3.45,4.71,121.0,313.0,30.0,-44.6139,171.5316,1483494.0,5058895.0
7.76,1.7,4.56,3.28,1.9,6.0,127.0,313.0,30.0,-44.6493,171.5887,1488090.0,5055038.0
7.82,1.7,4.59,3.3,1.9,6.0,133.0,313.0,30.0,-44.6847,171.6458,1492687.0,5051181.0
7.88,1.7,4.63,3.32,1.9,6.0,139.0,313.0,30.0,-44.7201,171.703,1497283.0,5047324.0
7.82,1.7,4.6,3.3,1.87,6.0,145.0,313.0,30.0,-44.7555,171.7603,1501879.0,5043468.0
7.72,1.7,4.54,3.27,1.82,6.0,152.0,313.0,30.0,-44.7967,171.8272,1507241.0,5038968.0
7.67,1.7,4.51,3.26,1.76,6.0,161.0,313.0,30.0,-44.8496,171.9134,1514136.0,5033183.0
7.65,1.7,4.5,3.25,1.77,6.0,173.0,313.0,30.0,-44.9201,172.0285,1523328.0,5025470.0
7.65,1.7,4.5,3.25,2.07,6.0,187.0,313.0,30.0,-45.0022,172.1632,1534053.0,5016471.0
7.7,1.7,4.53,3.27,2.65,6.0,201.0,313.0,30.0,-45.0841,172.2983,1544778.0,5007472.0
7.75,1.7,4.56,3.28,3.67,6.0,216.0,313.0,30.0,-45.1717,172.4435,1556268.0,4997830.0
7.82,1.7,4.6,3.3,5.02,6.0,233.0,313.0,30.0,-45.2707,172.6085,1569291.0,4986902.0
7.87,1.7,4.63,3.31,5.84,6.0,250.0,313.0,30.0,-45.3696,172.7741,1582314.0,4975975.0
7.95,1.7,4.68,3.34,6.0,6.0,266.0,313.0,30.0,-45.4623,172.9305,1594571.0,4965690.0
7.99,1.7,4.7,3.35,6.0,6.0,283.0,313.0,30.0,-45.5607,173.0973,1607593.0,4954763.0
8.04,1.7,4.73,3.36,6.0,6.0,300.0,313.0,30.0,-45.6588,173.2646,1620616.0,4943836.0
8.04,1.7,4.73,3.36,6.0,6.0,316.0,313.0,30.0,-45.7509,173.4226,1632873.0,4933551.0
8.05,1.7,4.74,3.36,6.0,6.0,333.0,313.0,30.0,-45.8485,173.591,1645896.0,4922624.0
8.05,1.7,4.74,3.36,6.0,6.0,350.0,313.0,30.0,-45.9458,173.7601,1658918.0,4911696.0
8.04,1.7,4.73,3.36,6.0,6.0,1200.0,313.0,30.0,-50.4378,-176.993,2310056.0,4365327.0
7.66,1.73,4.43,3.25,6.0,6.0,-1200.0,358.0,30.0,-36.5814,160.0951,442624.0,5873545.0
7.92,1.73,4.58,3.33,6.0,6.0,-540.0,358.0,30.0,-40.8486,165.2713,948213.0,5449305.0
7.98,1.73,4.61,3.34,6.0,6.0,-400.0,358.0,30.0,-41.7317,166.4541,1055459.0,5359315.0
8.03,1.73,4.64,3.36,6.0,6.0,-300.0,358.0,30.0,-42.3564,167.319,1132064.0,5295036.0
8.07,1.73,4.66,3.37,6.0,6.0,-200.0,358.0,30.0,-42.9754,168.2013,1208668.0,5230757.0
8.09,1.72,4.7,3.37,6.0,6.0,-151.0,358.0,30.0,-43.2765,168.6402,1246205.0,5199261.0
8.04,1.72,4.67,3.36,4.51,6.0,-136.0,358.0,30.0,-43.3684,168.7754,1257695.0,5189619.0
7.97,1.7,4.69,3.34,3.58,6.0,-121.0,358.0,30.0,-43.4601,168.911,1269186.0,5179977.0
7.85,1.7,4.61,3.31,3.41,5.79,-106.0,358.0,30.0,-43.5517,169.047,1280677.0,5170335.0
7.6,1.7,4.47,3.24,3.34,4.74,-96.0,358.0,30.0,-43.6127,169.1379,1288337.0,5163907.0
7.43,1.7,4.37,3.19,3.01,4.19,-86.0,358.0,30.0,-43.6736,169.229,1295997.0,5157480.0
7.33,1.7,4.3,3.16,2.41,4.13,-76.0,358.0,30.0,-43.7344,169.3203,1303658.0,5151052.0
6.86,1.7,4.03,3.03,3.18,4.47,-68.0,358.0,30.0,-43.783,169.3935,1309786.0,5145909.0
6.4,1.7,3.76,2.86,2.92,4.33,-61.0,358.0,30.0,-43.8255,169.4576,1315149.0,5141410.0
6.27,1.69,3.71,2.82,2.88,4.3,-53.0,358.0,30.0,-43.8741,169.531,1321277.0,5136268.0
6.18,1.69,3.66,2.79,3.08,4.32,-46.0,358.0,30.0,-43.9165,169.5953,1326639.0,5131768.0
6.2,1.69,3.66,2.8,3.05,4.39,-38.0,358.0,30.0,-43.965,169.6689,1332768.0,5126626.0
6.21,1.7,3.66,2.8,3.02,4.46,-31.0,358.0,30.0,-44.0074,169.7334,1338130.0,5122126.0
6.2,1.7,3.64,2.8,2.89,4.3,-23.0,358.0,30.0,-44.0558,169.8073,1344258.0,5116984.0
6.23,1.71,3.64,2.8,2.79,4.16,-16.0,358.0,30.0,-44.0981,169.872,1349621.0,5112484.0
6.36,1.72,3.7,2.85,2.46,3.74,-8.0,358.0,30.0,-44.1464,169.9461,1355749.0,5107342.0
6.47,1.72,3.75,2.89,2.21,3.43,-1.0,358.0,30.0,-44.1886,170.011,1361111.0,5102843.0
6.55,1.73,3.79,2.92,2.13,3.35,7.0,358.0,30.0,-44.2368,170.0853,1367240.0,5097700.0
6.58,1.72,3.82,2.93,2.07,3.27,14.0,358.0,30.0,-44.2789,170.1504,1372602.0,5093201.0
6.68,1.72,3.89,2.96,2.03,3.21,22.0,358.0,30.0,-44.3271,170.2249,1378730.0,5088059.0
6.84,1.71,4.0,3.02,2.01,3.17,29.0,358.0,30.0,-44.3691,170.2902,1384093.0,5083559.0
7.04,1.7,4.13,3.08,1.98,3.11,37.0,358.0,30.0,-44.4172,170.365,1390221.0,5078417.0
7.09,1.7,4.17,3.1,1.89,3.05,41.0,358.0,30.0,-44.4412,170.4024,1393285.0,5075846.0
7.13,1.7,4.19,3.11,1.83,3.0,44.0,358.0,30.0,-44.4592,170.4305,1395583.0,5073917.0
7.13,1.7,4.2,3.11,1.74,2.94,48.0,358.0,30.0,-44.4832,170.468,1398647.0,5071346.0
7.12,1.7,4.19,3.1,1.67,2.89,51.0,358.0,30.0,-44.5012,170.4961,1400946.0,5069418.0
7.1,1.7,4.18,3.1,1.59,2.83,55.0,358.0,30.0,-44.5251,170.5336,1404010.0,5066847.0
7.1,1.7,4.18,3.1,1.61,2.86,58.0,358.0,30.0,-44.5431,170.5618,1406308.0,5064918.0
7.11,1.7,4.18,3.1,1.65,2.9,62.0,358.0,30.0,-44.567,170.5994,1409372.0,5062347.0
7.11,1.7,4.18,3.1,1.68,2.93,65.0,358.0,30.0,-44.585,170.6276,1411670.0,5060419.0
7.12,1.7,4.19,3.1,1.72,2.97,69.0,358.0,30.0,-44.6089,170.6652,1414734.0,5057848.0
7.17,1.7,4.21,3.12,1.75,2.99,72.0,358.0,30.0,-44.6268,170.6935,1417032.0,5055919.0
7.23,1.7,4.24,3.13,1.77,3.03,76.0,358.0,30.0,-44.6507,170.7312,1420097.0,5053348.0
7.27,1.71,4.26,3.15,1.8,3.06,79.0,358.0,30.0,-44.6686,170.7595,1422395.0,5051420.0
7.33,1.71,4.29,3.16,1.84,3.1,83.0,358.0,30.0,-44.6925,170.7972,1425459.0,5048848.0
7.4,1.71,4.34,3.18,1.88,3.17,86.0,358.0,30.0,-44.7104,170.8256,1427757.0,5046920.0
7.49,1.71,4.39,3.21,1.95,3.28,90.0,358.0,30.0,-44.7343,170.8634,1430821.0,5044349.0
7.57,1.71,4.43,3.23,1.99,3.37,93.0,358.0,30.0,-44.7522,170.8917,1433119.0,5042421.0
7.66,1.71,4.49,3.25,2.07,3.47,97.0,358.0,30.0,-44.776,170.9296,1436184.0,5039849.0
7.73,1.71,4.53,3.27,2.11,3.55,100.0,358.0,30.0,-44.7939,170.958,1438482.0,5037921.0
7.81,1.71,4.58,3.3,2.18,3.67,104.0,358.0,30.0,-44.8177,170.9959,1441546.0,5035350.0
7.87,1.71,4.62,3.31,2.22,3.75,107.0,358.0,30.0,-44.8356,171.0244,1443844.0,5033422.0
7.95,1.7,4.67,3.34,2.3,3.86,111.0,358.0,30.0,-44.8594,171.0623,1446908.0,5030850.0
8.01,1.7,4.7,3.35,2.34,3.95,114.0,358.0,30.0,-44.8772,171.0908,1449206.0,5028922.0
8.04,1.7,4.72,3.36,2.55,4.26,118.0,358.0,30.0,-44.901,171.1289,1452271.0,5026351.0
8.06,1.7,4.74,3.37,2.7,4.5,121.0,358.0,30.0,-44.9188,171.1574,1454569.0,5024423.0
7.72,1.7,4.54,3.27,2.22,4.59,127.0,358.0,30.0,-44.9544,171.2145,1459165.0,5020566.0
7.73,1.7,4.55,3.27,1.9,4.59,133.0,358.0,30.0,-44.99,171.2717,1463761.0,5016709.0
7.75,1.7,4.56,3.28,1.58,4.59,139.0,358.0,30.0,-45.0256,171.329,1468357.0,5012852.0
7.55,1.7,4.45,3.22,1.5,4.82,145.0,358.0,30.0,-45.0611,171.3863,1472954.0,5008996.0
7.28,1.7,4.29,3.15,1.45,5.15,152.0,358.0,30.0,-45.1026,171.4533,1478316.0,5004496.0
7.05,1.69,4.16,3.08,1.39,5.58,161.0,358.0,30.0,-45.1558,171.5396,1485210.0,4998711.0
6.94,1.69,4.1,3.05,1.36,6.0,173.0,358.0,30.0,-45.2266,171.6549,1494403.0,4990998.0
7.16,1.69,4.23,3.11,1.53,6.0,187.0,358.0,30.0,-45.3091,171.7897,1505128.0,4981999.0
7.4,1.7,4.37,3.18,1.8,6.0,201.0,358.0,30.0,-45.3915,171.925,1515852.0,4973000.0
7.51,1.7,4.43,3.21,2.29,6.0,216.0,358.0,30.0,-45.4796,172.0703,1527343.0,4963358.0
7.63,1.7,4.5,3.25,2.96,6.0,233.0,358.0,30.0,-45.5792,172.2356,1540366.0,4952430.0
7.75,1.7,4.57,3.28,3.44,6.0,250.0,358.0,30.0,-45.6785,172.4015,1553388.0,4941503.0
7.85,1.7,4.63,3.31,3.64,6.0,266.0,358.0,30.0,-45.7718,172.5581,1565645.0,4931218.0
7.95,1.7,4.69,3.34,3.92,6.0,283.0,358.0,30.0,-45.8707,172.7251,1578668.0,4920291.0
8.0,1.7,4.72,3.35,4.5,6.0,300.0,358.0,30.0,-45.9693,172.8927,1591691.0,4909364.0
8.03,1.7,4.74,3.36,5.25,6.0,316.0,358.0,30.0,-46.0619,173.051,1603947.0,4899079.0
8.04,1.7,4.74,3.36,5.75,6.0,333.0,358.0,30.0,-46.16,173.2197,1616970.0,4888152.0
8.05,1.7,4.75,3.36,6.0,6.0,350.0,358.0,30.0,-46.2579,173.3891,1629993.0,4877224.0
8.04,1.7,4.73,3.36,6.0,6.0,1200.0,358.0,30.0,-50.7769,-177.3314,2281131.0,4330855.0
7.63,1.73,4.41,3.25,6.0,6.0,-1200.0,388.0,30.0,-36.7603,159.8502,423340.0,5850564.0
7.82,1.73,4.52,3.3,6.0,6.0,-540.0,388.0,30.0,-41.0383,165.0199,928930.0,5426324.0
7.89,1.73,4.56,3.32,6.0,6.0,-400.0,388.0,30.0,-41.924,166.202,1036176.0,5336334.0
7.94,1.73,4.59,3.33,6.0,6.0,-300.0,388.0,30.0,-42.5505,167.0666,1112780.0,5272055.0
7.98,1.73,4.61,3.34,6.0,6.0,-200.0,388.0,30.0,-43.1714,167.9488,1189385.0,5207776.0
8.0,1.73,4.63,3.35,6.0,6.0,-151.0,388.0,30.0,-43.4735,168.3876,1226921.0,5176279.0
7.94,1.73,4.6,3.33,5.75,6.0,-136.0,388.0,30.0,-43.5657,168.5228,1238412.0,5166638.0
7.86,1.71,4.6,3.31,5.6,6.0,-121.0,388.0,30.0,-43.6577,168.6585,1249902.0,5156996.0
7.64,1.71,4.47,3.25,3.41,4.21,-106.0,388.0,30.0,-43.7496,168.7945,1261393.0,5147354.0
7.37,1.72,4.3,3.17,3.05,3.65,-96.0,388.0,30.0,-43.8108,168.8855,1269053.0,5140926.0
7.15,1.72,4.17,3.11,2.76,3.66,-86.0,388.0,30.0,-43.8719,168.9766,1276714.0,5134498.0
6.96,1.71,4.06,3.06,2.52,4.24,-76.0,388.0,30.0,-43.9329,169.0679,1284374.0,5128070.0
6.64,1.7,3.9,2.95,3.23,4.47,-68.0,388.0,30.0,-43.9817,169.1411,1290503.0,5122928.0
6.3,1.7,3.71,2.83,2.95,4.37,-61.0,388.0,30.0,-44.0244,169.2052,1295865.0,5118429.0
6.19,1.69,3.67,2.79,2.92,4.25,-53.0,388.0,30.0,-44.0731,169.2786,1301993.0,5113286.0
6.22,1.69,3.68,2.8,3.12,4.38,-46.0,388.0,30.0,-44.1156,169.3429,1307356.0,5108787.0
