Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,x_nztm,y_nztm
2.81,1.74,1.62,2.25,6.0,6.0,-1200.0,-1200.0,-15.0,-26.5081,171.4354,1444087.0,7067042.0
2.76,1.74,1.59,2.24,6.0,6.0,-540.0,-1200.0,-15.0,-30.2958,176.6351,1949676.0,6642802.0
2.75,1.74,1.59,2.24,6.0,6.0,-400.0,-1200.0,-15.0,-31.0694,177.787,2056923.0,6552812.0
2.75,1.74,1.59,2.24,6.0,6.0,-300.0,-1200.0,-15.0,-31.6144,178.6208,2133527.0,6488533.0
2.73,1.74,1.57,2.24,6.0,6.0,-200.0,-1200.0,-15.0,-32.1526,179.4641,2210131.0,6424255.0
2.73,1.73,1.57,2.24,6.0,6.0,-151.0,-1200.0,-15.0,-32.4138,179.8807,2247668.0,6392758.0
2.73,1.73,1.57,2.24,6.0,6.0,-136.0,-1200.0,-15.0,-32.4935,-179.9913,2259158.0,6383116.0
2.71,1.73,1.57,2.23,6.0,6.0,-121.0,-1200.0,-15.0,-32.5729,-179.863,2270649.0,6373474.0
2.71,1.73,1.57,2.23,6.0,6.0,-106.0,-1200.0,-15.0,-32.6522,-179.7346,2282140.0,6363833.0
2.71,1.73,1.57,2.23,6.0,6.0,-91.0,-1200.0,-15.0,-32.7313,-179.6059,2293630.0,6354191.0
2.69,1.72,1.56,2.23,6.0,6.0,-76.0,-1200.0,-15.0,-32.8103,-179.4771,2305121.0,6344549.0
2.69,1.72,1.56,2.23,6.0,6.0,-68.0,-1200.0,-15.0,-32.8524,-179.4082,2311249.0,6339407.0
2.69,1.72,1.56,2.23,6.0,6.0,-61.0,-1200.0,-15.0,-32.8891,-179.3479,2316612.0,6334907.0
2.69,1.72,1.56,2.23,6.0,6.0,-53.0,-1200.0,-15.0,-32.9311,-179.279,2322740.0,6329765.0
2.68,1.72,1.56,2.23,6.0,6.0,-46.0,-1200.0,-15.0,-32.9677,-179.2186,2328102.0,6325265.0
2.68,1.72,1.56,2.23,6.0,6.0,-38.0,-1200.0,-15.0,-33.0096,-179.1496,2334231.0,6320123.0
2.68,1.72,1.56,2.23,6.0,6.0,-31.0,-1200.0,-15.0,-33.0462,-179.0891,2339593.0,6315624.0
2.67,1.72,1.56,2.22,6.0,6.0,-23.0,-1200.0,-15.0,-33.088,-179.0199,2345721.0,6310481.0
2.68,1.72,1.56,2.23,6.0,6.0,-16.0,-1200.0,-15.0,-33.1245,-178.9594,2351084.0,6305982.0
2.68,1.72,1.56,2.23,6.0,6.0,-8.0,-1200.0,-15.0,-33.1662,-178.8901,2357212.0,6300839.0
2.7,1.72,1.57,2.23,6.0,6.0,-1.0,-1200.0,-15.0,-33.2026,-178.8294,2362574.0,6296340.0
2.72,1.72,1.58,2.23,6.0,6.0,7.0,-1200.0,-15.0,-33.2442,-178.76,2368703.0,6291198.0
2.75,1.72,1.6,2.24,6.0,6.0,14.0,-1200.0,-15.0,-33.2806,-178.6992,2374065.0,6286698.0
2.78,1.72,1.61,2.25,6.0,6.0,22.0,-1200.0,-15.0,-33.3221,-178.6297,2380193.0,6281556.0
2.81,1.72,1.63,2.25,6.0,6.0,29.0,-1200.0,-15.0,-33.3583,-178.5688,2385556.0,6277056.0
2.84,1.72,1.65,2.26,6.0,6.0,37.0,-1200.0,-15.0,-33.3998,-178.4991,2391684.0,6271914.0
2.86,1.72,1.66,2.26,6.0,6.0,41.0,-1200.0,-15.0,-33.4204,-178.4643,2394748.0,6269343.0
2.87,1.72,1.67,2.26,6.0,6.0,44.0,-1200.0,-15.0,-33.436,-178.4381,2397046.0,6267414.0
2.88,1.72,1.68,2.27,6.0,6.0,48.0,-1200.0,-15.0,-33.4566,-178.4033,2400111.0,6264843.0
2.89,1.72,1.68,2.27,6.0,6.0,51.0,-1200.0,-15.0,-33.4721,-178.3771,2402409.0,6262915.0
2.9,1.72,1.69,2.27,6.0,6.0,55.0,-1200.0,-15.0,-33.4927,-178.3422,2405473.0,6260344.0
2.9,1.72,1.69,2.27,6.0,6.0,58.0,-1200.0,-15.0,-33.5082,-178.316,2407771.0,6258415.0
2.9,1.72,1.69,2.27,6.0,6.0,62.0,-1200.0,-15.0,-33.5288,-178.2811,2410835.0,6255844.0
2.9,1.72,1.69,2.27,6.0,6.0,65.0,-1200.0,-15.0,-33.5443,-178.2549,2413133.0,6253916.0
2.91,1.72,1.69,2.27,6.0,6.0,69.0,-1200.0,-15.0,-33.5649,-178.2199,2416197.0,6251345.0
2.9,1.72,1.69,2.27,6.0,6.0,72.0,-1200.0,-15.0,-33.5803,-178.1937,2418496.0,6249416.0
2.9,1.72,1.69,2.27,6.0,6.0,76.0,-1200.0,-15.0,-33.6009,-178.1587,2421560.0,6246845.0
2.9,1.72,1.69,2.27,6.0,6.0,79.0,-1200.0,-15.0,-33.6163,-178.1325,2423858.0,6244917.0
2.9,1.72,1.69,2.27,6.0,6.0,83.0,-1200.0,-15.0,-33.6369,-178.0975,2426922.0,6242346.0
2.89,1.72,1.68,2.27,6.0,6.0,86.0,-1200.0,-15.0,-33.6523,-178.0712,2429220.0,6240417.0
2.88,1.72,1.68,2.27,6.0,6.0,90.0,-1200.0,-15.0,-33.6728,-178.0362,2432284.0,6237846.0
2.88,1.71,1.68,2.27,6.0,6.0,93.0,-1200.0,-15.0,-33.6882,-178.0099,2434583.0,6235918.0
2.87,1.71,1.67,2.26,6.0,6.0,97.0,-1200.0,-15.0,-33.7087,-177.9748,2437647.0,6233347.0
2.86,1.71,1.67,2.26,6.0,6.0,100.0,-1200.0,-15.0,-33.7241,-177.9485,2439945.0,6231418.0
2.82,1.71,1.65,2.25,6.0,6.0,104.0,-1200.0,-15.0,-33.7446,-177.9134,2443009.0,6228847.0
2.79,1.71,1.63,2.25,6.0,6.0,107.0,-1200.0,-15.0,-33.76,-177.8871,2445307.0,6226919.0
2.75,1.71,1.61,2.24,6.0,6.0,111.0,-1200.0,-15.0,-33.7804,-177.852,2448371.0,6224348.0
2.73,1.71,1.6,2.24,6.0,6.0,114.0,-1200.0,-15.0,-33.7958,-177.8256,2450669.0,6222419.0
2.62,1.71,1.53,2.21,6.0,6.0,118.0,-1200.0,-15.0,-33.8162,-177.7905,2453734.0,6219848.0
2.55,1.71,1.49,2.2,6.0,6.0,121.0,-1200.0,-15.0,-33.8315,-177.7641,2456032.0,6217920.0
2.4,1.71,1.4,2.17,6.0,6.0,127.0,-1200.0,-15.0,-33.8622,-177.7113,2460628.0,6214063.0
2.32,1.71,1.36,2.15,6.0,6.0,130.0,-1200.0,-15.0,-33.8775,-177.6849,2462926.0,6212135.0
2.07,1.71,1.21,2.09,6.0,6.0,141.0,-1200.0,-15.0,-33.9335,-177.5881,2471353.0,6205064.0
2.03,1.71,1.19,2.08,6.0,6.0,144.0,-1200.0,-15.0,-33.9488,-177.5616,2473651.0,6203136.0
1.92,1.71,1.12,2.05,6.0,6.0,153.0,-1200.0,-15.0,-33.9946,-177.4823,2480545.0,6197351.0
1.88,1.71,1.1,2.04,6.0,6.0,157.0,-1200.0,-15.0,-34.0149,-177.4469,2483609.0,6194779.0
1.72,1.72,1.0,1.99,6.0,6.0,170.0,-1200.0,-15.0,-34.0808,-177.3321,2493568.0,6186423.0
1.52,1.72,0.89,1.93,6.0,6.0,200.0,-1200.0,-15.0,-34.2325,-177.0665,2516549.0,6167140.0
1.32,1.72,0.77,1.87,6.0,6.0,250.0,-1200.0,-15.0,-34.4836,-176.6217,2554851.0,6135000.0
1.54,1.72,0.9,1.94,6.0,6.0,300.0,-1200.0,-15.0,-34.7326,-176.1745,2593154.0,6102861.0
1.69,1.72,0.99,1.98,6.0,6.0,350.0,-1200.0,-15.0,-34.9796,-175.7247,2631456.0,6070721.0
1.69,1.72,0.99,1.98,6.0,6.0,1200.0,-1200.0,-15.0,-38.8332,-167.6969,3282594.0,5524352.0
2.81,1.74,1.62,2.25,6.0,6.0,-1200.0,-703.0,-15.0,-29.8618,168.0811,1124622.0,6686318.0
2.76,1.74,1.59,2.24,6.0,6.0,-540.0,-703.0,-15.0,-33.7808,173.3263,1630211.0,6262078.0
2.78,1.74,1.6,2.25,6.0,6.0,-400.0,-703.0,-15.0,-34.5837,174.4987,1737457.0,6172088.0
2.78,1.74,1.6,2.25,6.0,6.0,-300.0,-703.0,-15.0,-35.1497,175.3498,1814062.0,6107809.0
2.78,1.74,1.6,2.25,6.0,6.0,-200.0,-703.0,-15.0,-35.7092,176.2126,1890666.0,6043531.0
2.74,1.73,1.58,2.24,6.0,6.0,-151.0,-703.0,-15.0,-35.9809,176.6398,1928202.0,6012034.0
2.71,1.73,1.56,2.23,6.0,6.0,-136.0,-703.0,-15.0,-36.0637,176.7711,1939693.0,6002392.0
2.71,1.73,1.56,2.23,6.0,6.0,-121.0,-703.0,-15.0,-36.1463,176.9027,1951184.0,5992750.0
2.68,1.73,1.55,2.23,6.0,6.0,-106.0,-703.0,-15.0,-36.2288,177.0346,1962674.0,5983108.0
2.68,1.73,1.55,2.23,6.0,6.0,-91.0,-703.0,-15.0,-36.3111,177.1667,1974165.0,5973467.0
2.66,1.73,1.54,2.22,6.0,6.0,-76.0,-703.0,-15.0,-36.3933,177.2991,1985656.0,5963825.0
2.88,1.73,1.67,2.27,6.0,6.0,-68.0,-703.0,-15.0,-36.4371,177.3698,1991784.0,5958683.0
2.87,1.73,1.66,2.26,6.0,6.0,-61.0,-703.0,-15.0,-36.4753,177.4318,1997146.0,5954183.0
2.86,1.73,1.66,2.26,6.0,6.0,-53.0,-703.0,-15.0,-36.519,177.5027,2003275.0,5949041.0
2.85,1.73,1.65,2.26,6.0,6.0,-46.0,-703.0,-15.0,-36.5571,177.5648,2008637.0,5944541.0
2.83,1.72,1.64,2.26,6.0,6.0,-38.0,-703.0,-15.0,-36.6007,177.6358,2014765.0,5939399.0
2.82,1.72,1.64,2.25,6.0,6.0,-31.0,-703.0,-15.0,-36.6388,177.698,2020128.0,5934899.0
2.81,1.72,1.64,2.25,6.0,6.0,-23.0,-703.0,-15.0,-36.6823,177.7692,2026256.0,5929757.0
2.78,1.72,1.62,2.25,6.0,6.0,-16.0,-703.0,-15.0,-36.7203,177.8315,2031618.0,5925258.0
2.72,1.72,1.58,2.23,6.0,6.0,-8.0,-703.0,-15.0,-36.7637,177.9028,2037747.0,5920115.0
2.7,1.72,1.57,2.23,6.0,6.0,-1.0,-703.0,-15.0,-36.8016,177.9653,2043109.0,5915616.0
2.7,1.72,1.57,2.23,6.0,6.0,7.0,-703.0,-15.0,-36.8449,178.0368,2049237.0,5910473.0
2.71,1.72,1.57,2.23,6.0,6.0,14.0,-703.0,-15.0,-36.8827,178.0993,2054600.0,5905974.0
2.72,1.72,1.58,2.23,6.0,6.0,22.0,-703.0,-15.0,-36.926,178.171,2060728.0,5900832.0
2.74,1.72,1.59,2.24,6.0,6.0,29.0,-703.0,-15.0,-36.9637,178.2337,2066090.0,5896332.0
2.75,1.72,1.6,2.24,6.0,6.0,37.0,-703.0,-15.0,-37.0068,178.3055,2072219.0,5891190.0
2.75,1.72,1.6,2.24,6.0,6.0,41.0,-703.0,-15.0,-37.0284,178.3414,2075283.0,5888619.0
2.75,1.72,1.6,2.24,6.0,6.0,44.0,-703.0,-15.0,-37.0445,178.3683,2077581.0,5886690.0
2.75,1.72,1.6,2.24,6.0,6.0,48.0,-703.0,-15.0,-37.066,178.4043,2080645.0,5884119.0
2.75,1.72,1.6,2.24,6.0,6.0,51.0,-703.0,-15.0,-37.0822,178.4312,2082943.0,5882191.0
2.75,1.72,1.6,2.24,6.0,6.0,55.0,-703.0,-15.0,-37.1037,178.4672,2086007.0,5879620.0
2.75,1.72,1.6,2.24,6.0,6.0,58.0,-703.0,-15.0,-37.1198,178.4942,2088306.0,5877691.0
2.76,1.72,1.6,2.24,6.0,6.0,62.0,-703.0,-15.0,-37.1412,178.5302,2091370.0,5875120.0
2.76,1.72,1.6,2.24,6.0,6.0,65.0,-703.0,-15.0,-37.1573,178.5573,2093668.0,5873192.0
2.77,1.72,1.61,2.24,6.0,6.0,69.0,-703.0,-15.0,-37.1788,178.5933,2096732.0,5870621.0
2.76,1.72,1.6,2.24,6.0,6.0,72.0,-703.0,-15.0,-37.1949,178.6203,2099030.0,5868692.0
2.76,1.72,1.6,2.24,6.0,6.0,76.0,-703.0,-15.0,-37.2163,178.6564,2102094.0,5866121.0
2.75,1.72,1.6,2.24,6.0,6.0,79.0,-703.0,-15.0,-37.2324,178.6835,2104392.0,5864193.0
2.75,1.72,1.6,2.24,6.0,6.0,83.0,-703.0,-15.0,-37.2538,178.7196,2107457.0,5861622.0
2.74,1.72,1.59,2.24,6.0,6.0,86.0,-703.0,-15.0,-37.2698,178.7467,2109755.0,5859693.0
2.72,1.72,1.58,2.23,6.0,6.0,90.0,-703.0,-15.0,-37.2912,178.7829,2112819.0,5857122.0
2.71,1.72,1.58,2.23,6.0,6.0,93.0,-703.0,-15.0,-37.3072,178.81,2115117.0,5855194.0
2.69,1.72,1.57,2.23,6.0,6.0,97.0,-703.0,-15.0,-37.3286,178.8462,2118181.0,5852623.0
2.67,1.72,1.56,2.22,6.0,6.0,100.0,-703.0,-15.0,-37.3446,178.8734,2120479.0,5850694.0
2.63,1.71,1.53,2.22,6.0,6.0,104.0,-703.0,-15.0,-37.3659,178.9096,2123544.0,5848123.0
2.59,1.71,1.51,2.21,6.0,6.0,107.0,-703.0,-15.0,-37.3819,178.9368,2125842.0,5846195.0
2.55,1.71,1.49,2.2,6.0,6.0,111.0,-703.0,-15.0,-37.4032,178.973,2128906.0,5843624.0
2.52,1.71,1.47,2.19,6.0,6.0,114.0,-703.0,-15.0,-37.4192,179.0002,2131204.0,5841695.0
2.42,1.71,1.41,2.17,6.0,6.0,118.0,-703.0,-15.0,-37.4405,179.0365,2134268.0,5839124.0
2.35,1.71,1.37,2.15,6.0,6.0,121.0,-703.0,-15.0,-37.4565,179.0638,2136566.0,5837196.0
2.22,1.71,1.3,2.12,6.0,6.0,127.0,-703.0,-15.0,-37.4884,179.1183,2141163.0,5833339.0
2.15,1.71,1.26,2.11,6.0,6.0,130.0,-703.0,-15.0,-37.5043,179.1455,2143461.0,5831411.0
1.95,1.71,1.14,2.06,6.0,6.0,141.0,-703.0,-15.0,-37.5627,179.2456,2151887.0,5824340.0
1.92,1.71,1.12,2.05,6.0,6.0,144.0,-703.0,-15.0,-37.5786,179.2729,2154185.0,5822412.0
1.84,1.71,1.07,2.03,6.0,6.0,153.0,-703.0,-15.0,-37.6263,179.3549,2161080.0,5816627.0
1.8,1.71,1.05,2.02,6.0,6.0,157.0,-703.0,-15.0,-37.6474,179.3914,2164144.0,5814055.0
1.69,1.72,0.99,1.98,6.0,6.0,170.0,-703.0,-15.0,-37.7161,179.5102,2174102.0,5805699.0
1.69,1.72,0.99,1.98,6.0,6.0,200.0,-703.0,-15.0,-37.8742,179.785,2197084.0,5786415.0
1.69,1.72,0.99,1.98,6.0,6.0,250.0,-703.0,-15.0,-38.1358,-179.7545,2235386.0,5754276.0
1.69,1.72,0.99,1.98,6.0,6.0,300.0,-703.0,-15.0,-38.3954,-179.2908,2273688.0,5722137.0
1.69,1.72,0.99,1.98,6.0,6.0,350.0,-703.0,-15.0,-38.6527,-178.8239,2311990.0,5689997.0
1.69,1.72,0.99,1.98,6.0,6.0,1200.0,-703.0,-15.0,-42.6664,-170.3902,2963128.0,5143628.0
3.22,1.74,1.86,2.33,6.0,6.0,-1200.0,-653.0,-15.0,-30.1932,167.7314,1092482.0,6648016.0
3.25,1.74,1.87,2.34,6.0,6.0,-540.0,-653.0,-15.0,-34.1267,172.979,1598072.0,6223776.0
3.4,1.74,1.96,2.36,6.0,6.0,-400.0,-653.0,-15.0,-34.9328,174.1531,1705318.0,6133786.0
3.44,1.74,1.98,2.37,6.0,6.0,-300.0,-653.0,-15.0,-35.5012,175.0057,1781922.0,6069507.0
3.45,1.74,1.99,2.37,6.0,6.0,-200.0,-653.0,-15.0,-36.0631,175.8703,1858527.0,6005228.0
3.23,1.73,1.86,2.33,6.0,6.0,-151.0,-653.0,-15.0,-36.3359,176.2983,1896063.0,5973732.0
3.07,1.73,1.77,2.3,6.0,6.0,-136.0,-653.0,-15.0,-36.4191,176.4299,1907554.0,5964090.0
3.01,1.73,1.74,2.29,6.0,6.0,-121.0,-653.0,-15.0,-36.5021,176.5618,1919044.0,5954448.0
2.92,1.73,1.69,2.27,6.0,6.0,-106.0,-653.0,-15.0,-36.5849,176.694,1930535.0,5944806.0
2.9,1.73,1.67,2.27,6.0,6.0,-91.0,-653.0,-15.0,-36.6676,176.8265,1942026.0,5935164.0
2.89,1.73,1.67,2.27,6.0,6.0,-76.0,-653.0,-15.0,-36.7501,176.9592,1953516.0,5925523.0
2.87,1.73,1.66,2.26,6.0,6.0,-68.0,-653.0,-15.0,-36.7941,177.0301,1959645.0,5920380.0
2.86,1.73,1.66,2.26,6.0,6.0,-61.0,-653.0,-15.0,-36.8325,177.0922,1965007.0,5915881.0
2.85,1.73,1.65,2.26,6.0,6.0,-53.0,-653.0,-15.0,-36.8763,177.1633,1971135.0,5910739.0
2.85,1.73,1.65,2.26,6.0,6.0,-46.0,-653.0,-15.0,-36.9147,177.2255,1976498.0,5906239.0
2.83,1.72,1.64,2.26,6.0,6.0,-38.0,-653.0,-15.0,-36.9584,177.2967,1982626.0,5901097.0
2.82,1.72,1.64,2.25,6.0,6.0,-31.0,-653.0,-15.0,-36.9967,177.3591,1987988.0,5896597.0
2.81,1.72,1.64,2.25,6.0,6.0,-23.0,-653.0,-15.0,-37.0404,177.4305,1994117.0,5891455.0
2.83,1.72,1.65,2.26,6.0,6.0,-16.0,-653.0,-15.0,-37.0785,177.493,1999479.0,5886955.0
2.87,1.72,1.67,2.26,6.0,6.0,-8.0,-653.0,-15.0,-37.1221,177.5645,2005607.0,5881813.0
2.92,1.72,1.7,2.27,6.0,6.0,-1.0,-653.0,-15.0,-37.1602,177.6271,2010970.0,5877314.0
2.97,1.72,1.72,2.28,6.0,6.0,7.0,-653.0,-15.0,-37.2037,177.6987,2017098.0,5872171.0
3.01,1.72,1.75,2.29,6.0,6.0,14.0,-653.0,-15.0,-37.2417,177.7615,2022460.0,5867672.0
3.06,1.72,1.78,2.3,6.0,6.0,22.0,-653.0,-15.0,-37.2851,177.8333,2028589.0,5862529.0
3.1,1.72,1.8,2.31,6.0,6.0,29.0,-653.0,-15.0,-37.3231,177.8962,2033951.0,5858030.0
3.13,1.72,1.82,2.31,6.0,6.0,37.0,-653.0,-15.0,-37.3664,177.9682,2040079.0,5852888.0
3.15,1.72,1.83,2.32,6.0,6.0,41.0,-653.0,-15.0,-37.388,178.0042,2043143.0,5850316.0
3.16,1.72,1.83,2.32,6.0,6.0,44.0,-653.0,-15.0,-37.4042,178.0312,2045442.0,5848388.0
3.15,1.73,1.83,2.32,6.0,6.0,48.0,-653.0,-15.0,-37.4258,178.0672,2048506.0,5845817.0
3.14,1.73,1.82,2.32,6.0,6.0,51.0,-653.0,-15.0,-37.442,178.0943,2050804.0,5843889.0
3.13,1.73,1.81,2.31,6.0,6.0,55.0,-653.0,-15.0,-37.4636,178.1304,2053868.0,5841317.0
3.12,1.73,1.81,2.31,6.0,6.0,58.0,-653.0,-15.0,-37.4798,178.1575,2056166.0,5839389.0
3.1,1.73,1.8,2.31,6.0,6.0,62.0,-653.0,-15.0,-37.5014,178.1936,2059230.0,5836818.0
3.08,1.73,1.79,2.31,6.0,6.0,65.0,-653.0,-15.0,-37.5175,178.2207,2061528.0,5834890.0
3.06,1.73,1.77,2.3,6.0,6.0,69.0,-653.0,-15.0,-37.5391,178.2568,2064593.0,5832318.0
3.05,1.73,1.77,2.3,6.0,6.0,72.0,-653.0,-15.0,-37.5552,178.284,2066891.0,5830390.0
3.02,1.72,1.75,2.29,6.0,6.0,76.0,-653.0,-15.0,-37.5768,178.3201,2069955.0,5827819.0
3.01,1.72,1.75,2.29,6.0,6.0,79.0,-653.0,-15.0,-37.5929,178.3473,2072253.0,5825891.0
2.98,1.72,1.73,2.29,6.0,6.0,83.0,-653.0,-15.0,-37.6144,178.3835,2075317.0,5823319.0
2.97,1.72,1.72,2.28,6.0,6.0,86.0,-653.0,-15.0,-37.6305,178.4107,2077615.0,5821391.0
2.95,1.72,1.71,2.28,6.0,6.0,90.0,-653.0,-15.0,-37.652,178.447,2080680.0,5818820.0
2.93,1.72,1.7,2.28,6.0,6.0,93.0,-653.0,-15.0,-37.6681,178.4742,2082978.0,5816892.0
2.91,1.72,1.69,2.27,6.0,6.0,97.0,-653.0,-15.0,-37.6896,178.5105,2086042.0,5814320.0
2.89,1.72,1.68,2.27,6.0,6.0,100.0,-653.0,-15.0,-37.7056,178.5377,2088340.0,5812392.0
2.84,1.72,1.65,2.26,6.0,6.0,104.0,-653.0,-15.0,-37.7271,178.574,2091404.0,5809821.0
2.81,1.72,1.63,2.25,6.0,6.0,107.0,-653.0,-15.0,-37.7431,178.6013,2093702.0,5807893.0
2.76,1.72,1.61,2.24,6.0,6.0,111.0,-653.0,-15.0,-37.7646,178.6376,2096766.0,5805321.0
2.72,1.72,1.58,2.23,6.0,6.0,114.0,-653.0,-15.0,-37.7806,178.6649,2099065.0,5803393.0
2.61,1.72,1.52,2.21,6.0,6.0,118.0,-653.0,-15.0,-37.802,178.7013,2102129.0,5800822.0
2.52,1.72,1.47,2.19,6.0,6.0,121.0,-653.0,-15.0,-37.818,178.7287,2104427.0,5798893.0
2.34,1.72,1.36,2.15,6.0,6.0,127.0,-653.0,-15.0,-37.8501,178.7833,2109023.0,5795037.0
2.26,1.71,1.32,2.13,6.0,6.0,130.0,-653.0,-15.0,-37.8661,178.8107,2111321.0,5793108.0
1.98,1.71,1.16,2.06,6.0,6.0,141.0,-653.0,-15.0,-37.9247,178.911,2119748.0,5786038.0
1.95,1.71,1.14,2.06,6.0,6.0,144.0,-653.0,-15.0,-37.9407,178.9384,2122046.0,5784109.0
1.85,1.71,1.08,2.03,6.0,6.0,153.0,-653.0,-15.0,-37.9886,179.0207,2128940.0,5778324.0
1.8,1.72,1.05,2.02,6.0,6.0,157.0,-653.0,-15.0,-38.0099,179.0573,2132005.0,5775753.0
1.65,1.72,0.96,1.97,6.0,6.0,170.0,-653.0,-15.0,-38.0789,179.1764,2141963.0,5767397.0
1.7,1.72,0.99,1.99,6.0,6.0,200.0,-653.0,-15.0,-38.2376,179.4521,2164944.0,5748113.0
1.69,1.72,0.99,1.98,6.0,6.0,250.0,-653.0,-15.0,-38.5005,179.9141,2203247.0,5715974.0
1.69,1.72,0.99,1.98,6.0,6.0,300.0,-653.0,-15.0,-38.7612,-179.6206,2241549.0,5683835.0
1.69,1.72,0.99,1.98,6.0,6.0,350.0,-653.0,-15.0,-39.0198,-179.152,2279851.0,5651695.0
1.69,1.72,0.99,1.98,6.0,6.0,1200.0,-653.0,-15.0,-43.0518,-170.677,2930989.0,5105326.0
3.22,1.74,1.86,2.33,6.0,6.0,-1200.0,-632.0,-15.0,-30.332,167.5839,1078984.0,6631929.0
3.24,1.74,1.87,2.33,6.0,6.0,-540.0,-632.0,-15.0,-34.2717,172.8324,1584573.0,6207689.0
3.44,1.74,1.98,2.37,6.0,6.0,-400.0,-632.0,-15.0,-35.0792,174.0071,1691819.0,6117699.0
3.49,1.74,2.01,2.38,6.0,6.0,-300.0,-632.0,-15.0,-35.6486,174.8603,1768424.0,6053420.0
3.45,1.74,1.99,2.37,6.0,6.0,-200.0,-632.0,-15.0,-36.2115,175.7256,1845028.0,5989141.0
3.23,1.73,1.86,2.33,6.0,6.0,-151.0,-632.0,-15.0,-36.4848,176.154,1882564.0,5957645.0
3.07,1.73,1.77,2.3,6.0,6.0,-136.0,-632.0,-15.0,-36.5681,176.2857,1894055.0,5948003.0
3.05,1.73,1.76,2.3,6.0,6.0,-121.0,-632.0,-15.0,-36.6512,176.4178,1905546.0,5938361.0
2.91,1.73,1.68,2.27,6.0,6.0,-106.0,-632.0,-15.0,-36.7343,176.5501,1917036.0,5928719.0
2.9,1.73,1.68,2.27,6.0,6.0,-91.0,-632.0,-15.0,-36.8171,176.6827,1928527.0,5919078.0
2.88,1.73,1.67,2.27,6.0,6.0,-76.0,-632.0,-15.0,-36.8998,176.8155,1940018.0,5909436.0
2.87,1.73,1.66,2.26,6.0,6.0,-68.0,-632.0,-15.0,-36.9438,176.8865,1946146.0,5904293.0
2.86,1.73,1.66,2.26,6.0,6.0,-61.0,-632.0,-15.0,-36.9823,176.9487,1951508.0,5899794.0
2.85,1.72,1.66,2.26,6.0,6.0,-53.0,-632.0,-15.0,-37.0262,177.0198,1957637.0,5894652.0
2.85,1.72,1.66,2.26,6.0,6.0,-46.0,-632.0,-15.0,-37.0646,177.0821,1962999.0,5890152.0
2.82,1.72,1.64,2.25,6.0,6.0,-38.0,-632.0,-15.0,-37.1085,177.1534,1969127.0,5885010.0
2.82,1.72,1.64,2.25,6.0,6.0,-31.0,-632.0,-15.0,-37.1468,177.2158,1974490.0,5880510.0
2.81,1.72,1.64,2.25,6.0,6.0,-23.0,-632.0,-15.0,-37.1905,177.2873,1980618.0,5875368.0
2.83,1.72,1.65,2.26,6.0,6.0,-16.0,-632.0,-15.0,-37.2288,177.3498,1985980.0,5870868.0
2.88,1.72,1.68,2.27,6.0,6.0,-8.0,-632.0,-15.0,-37.2725,177.4214,1992109.0,5865726.0
2.93,1.72,1.7,2.28,6.0,6.0,-1.0,-632.0,-15.0,-37.3106,177.4841,1997471.0,5861227.0
2.99,1.72,1.74,2.29,6.0,6.0,7.0,-632.0,-15.0,-37.3542,177.5558,2003599.0,5856084.0
3.03,1.72,1.76,2.3,6.0,6.0,14.0,-632.0,-15.0,-37.3923,177.6187,2008962.0,5851585.0
3.09,1.72,1.79,2.31,6.0,6.0,22.0,-632.0,-15.0,-37.4358,177.6906,2015090.0,5846443.0
3.14,1.73,1.82,2.32,6.0,6.0,29.0,-632.0,-15.0,-37.4738,177.7535,2020452.0,5841943.0
3.2,1.73,1.85,2.33,6.0,6.0,37.0,-632.0,-15.0,-37.5172,177.8256,2026581.0,5836801.0
3.22,1.73,1.86,2.33,6.0,6.0,41.0,-632.0,-15.0,-37.5388,177.8616,2029645.0,5834230.0
3.24,1.73,1.88,2.33,6.0,6.0,44.0,-632.0,-15.0,-37.5551,177.8887,2031943.0,5832301.0
3.26,1.73,1.89,2.34,6.0,6.0,48.0,-632.0,-15.0,-37.5767,177.9248,2035007.0,5829730.0
3.27,1.73,1.89,2.34,6.0,6.0,51.0,-632.0,-15.0,-37.593,177.9518,2037305.0,5827802.0
3.28,1.73,1.89,2.34,6.0,6.0,55.0,-632.0,-15.0,-37.6146,177.988,2040369.0,5825231.0
3.28,1.73,1.89,2.34,6.0,6.0,58.0,-632.0,-15.0,-37.6308,178.0151,2042668.0,5823302.0
3.28,1.73,1.89,2.34,6.0,6.0,62.0,-632.0,-15.0,-37.6524,178.0512,2045732.0,5820731.0
3.28,1.73,1.89,2.34,6.0,6.0,65.0,-632.0,-15.0,-37.6686,178.0784,2048030.0,5818803.0
3.28,1.74,1.89,2.34,6.0,6.0,69.0,-632.0,-15.0,-37.6902,178.1146,2051094.0,5816232.0
3.27,1.74,1.88,2.34,6.0,6.0,72.0,-632.0,-15.0,-37.7064,178.1417,2053392.0,5814303.0
3.25,1.74,1.87,2.34,6.0,6.0,76.0,-632.0,-15.0,-37.728,178.1779,2056456.0,5811732.0
3.24,1.74,1.87,2.33,6.0,6.0,79.0,-632.0,-15.0,-37.7441,178.2051,2058755.0,5809804.0
3.22,1.74,1.86,2.33,6.0,6.0,83.0,-632.0,-15.0,-37.7657,178.2414,2061819.0,5807232.0
