Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,x_nztm,y_nztm
6.49,1.71,3.81,2.9,6.0,6.0,41.0,-70.0,15.0,-41.5153,173.8196,1668398.0,5403713.0
6.55,1.72,3.81,2.92,6.0,6.0,44.0,-70.0,15.0,-41.5325,173.8474,1670696.0,5401784.0
6.48,1.73,3.74,2.89,6.0,6.0,48.0,-70.0,15.0,-41.5553,173.8844,1673761.0,5399213.0
6.43,1.75,3.68,2.87,6.0,6.0,51.0,-70.0,15.0,-41.5725,173.9122,1676059.0,5397285.0
6.45,1.76,3.67,2.88,6.0,6.0,55.0,-70.0,15.0,-41.5954,173.9493,1679123.0,5394714.0
6.42,1.76,3.65,2.87,6.0,6.0,58.0,-70.0,15.0,-41.6125,173.9772,1681421.0,5392785.0
6.23,1.76,3.54,2.8,6.0,6.0,62.0,-70.0,15.0,-41.6353,174.0143,1684485.0,5390214.0
6.07,1.76,3.44,2.76,6.0,6.0,65.0,-70.0,15.0,-41.6525,174.0422,1686783.0,5388286.0
5.88,1.77,3.32,2.72,6.0,6.0,69.0,-70.0,15.0,-41.6753,174.0793,1689847.0,5385715.0
5.78,1.78,3.25,2.7,6.0,6.0,72.0,-70.0,15.0,-41.6924,174.1072,1692146.0,5383786.0
5.69,1.79,3.17,2.68,6.0,6.0,76.0,-70.0,15.0,-41.7152,174.1445,1695210.0,5381215.0
5.64,1.8,3.13,2.67,6.0,6.0,79.0,-70.0,15.0,-41.7323,174.1724,1697508.0,5379287.0
5.6,1.81,3.09,2.67,6.0,6.0,83.0,-70.0,15.0,-41.755,174.2097,1700572.0,5376716.0
5.6,1.81,3.09,2.67,6.0,6.0,86.0,-70.0,15.0,-41.7721,174.2376,1702870.0,5374787.0
5.66,1.8,3.14,2.68,6.0,6.0,90.0,-70.0,15.0,-41.7948,174.275,1705934.0,5372216.0
5.69,1.79,3.18,2.68,6.0,6.0,93.0,-70.0,15.0,-41.8119,174.303,1708233.0,5370288.0
5.68,1.77,3.2,2.68,6.0,6.0,97.0,-70.0,15.0,-41.8346,174.3403,1711297.0,5367716.0
5.6,1.76,3.17,2.67,6.0,6.0,100.0,-70.0,15.0,-41.8517,174.3684,1713595.0,5365788.0
5.41,1.75,3.09,2.65,6.0,6.0,104.0,-70.0,15.0,-41.8744,174.4058,1716659.0,5363217.0
5.31,1.74,3.05,2.64,6.0,6.0,107.0,-70.0,15.0,-41.8914,174.4339,1718957.0,5361289.0
5.22,1.74,3.01,2.63,6.0,6.0,111.0,-70.0,15.0,-41.9141,174.4713,1722021.0,5358717.0
5.18,1.73,2.99,2.63,6.0,6.0,114.0,-70.0,15.0,-41.9311,174.4994,1724319.0,5356789.0
5.15,1.73,2.98,2.62,6.0,6.0,118.0,-70.0,15.0,-41.9537,174.5369,1727384.0,5354218.0
5.16,1.73,2.99,2.62,6.0,6.0,121.0,-70.0,15.0,-41.9707,174.565,1729682.0,5352290.0
5.23,1.73,3.03,2.63,6.0,6.0,127.0,-70.0,15.0,-42.0047,174.6214,1734278.0,5348433.0
5.28,1.73,3.06,2.64,6.0,6.0,130.0,-70.0,15.0,-42.0216,174.6496,1736576.0,5346504.0
5.46,1.73,3.16,2.66,6.0,6.0,141.0,-70.0,15.0,-42.0838,174.7531,1745003.0,5339434.0
5.51,1.73,3.19,2.65,6.0,6.0,144.0,-70.0,15.0,-42.1007,174.7813,1747301.0,5337505.0
5.63,1.73,3.26,2.67,6.0,6.0,153.0,-70.0,15.0,-42.1515,174.8662,1754195.0,5331720.0
5.68,1.73,3.29,2.68,6.0,6.0,157.0,-70.0,15.0,-42.174,174.9039,1757259.0,5329149.0
5.82,1.73,3.36,2.7,6.0,6.0,170.0,-70.0,15.0,-42.2472,175.0268,1767218.0,5320793.0
6.03,1.73,3.49,2.75,6.0,6.0,200.0,-70.0,15.0,-42.4154,175.3115,1790199.0,5301509.0
6.38,1.73,3.69,2.86,6.0,6.0,250.0,-70.0,15.0,-42.6942,175.7894,1828501.0,5269370.0
6.54,1.73,3.78,2.91,6.0,6.0,300.0,-70.0,15.0,-42.9709,176.2715,1866804.0,5237231.0
6.69,1.73,3.87,2.97,6.0,6.0,350.0,-70.0,15.0,-43.2453,176.7579,1905106.0,5205091.0
6.77,1.73,3.91,3.0,6.0,6.0,1200.0,-70.0,15.0,-47.5289,-174.2899,2556244.0,4658722.0
6.2,1.73,3.58,2.8,6.0,6.0,-1200.0,-60.0,15.0,-34.0198,163.3916,711309.0,6193752.0
6.2,1.73,3.58,2.8,6.0,6.0,-540.0,-60.0,15.0,-38.1409,168.6292,1216898.0,5769512.0
6.2,1.73,3.58,2.8,6.0,6.0,-400.0,-60.0,15.0,-38.9898,169.8152,1324145.0,5679521.0
6.2,1.73,3.58,2.8,6.0,6.0,-300.0,-60.0,15.0,-39.5894,170.6797,1400749.0,5615243.0
6.2,1.73,3.58,2.8,6.0,6.0,-200.0,-60.0,15.0,-40.1827,171.5594,1477354.0,5550964.0
6.2,1.73,3.58,2.8,6.0,6.0,-151.0,-60.0,15.0,-40.4711,171.996,1514890.0,5519467.0
6.2,1.73,3.58,2.8,6.0,6.0,-136.0,-60.0,15.0,-40.559,172.1304,1526380.0,5509826.0
6.19,1.73,3.58,2.79,6.0,6.0,-121.0,-60.0,15.0,-40.6468,172.2652,1537871.0,5500184.0
6.19,1.73,3.58,2.79,6.0,6.0,-106.0,-60.0,15.0,-40.7345,172.4003,1549362.0,5490542.0
6.22,1.69,3.68,2.8,6.0,6.0,-91.0,-60.0,15.0,-40.822,172.5358,1560852.0,5480900.0
5.82,1.7,3.42,2.7,6.0,6.0,-76.0,-60.0,15.0,-40.9093,172.6716,1572343.0,5471258.0
5.89,1.69,3.49,2.72,6.0,6.0,-68.0,-60.0,15.0,-40.9558,172.7442,1578471.0,5466116.0
6.14,1.68,3.65,2.78,6.0,6.0,-61.0,-60.0,15.0,-40.9965,172.8078,1583834.0,5461616.0
6.4,1.7,3.76,2.86,6.0,6.0,-53.0,-60.0,15.0,-41.0429,172.8805,1589962.0,5456474.0
6.68,1.71,3.91,2.96,6.0,6.0,-46.0,-60.0,15.0,-41.0835,172.9443,1595324.0,5451975.0
6.38,1.72,3.71,2.86,6.0,6.0,-38.0,-60.0,15.0,-41.1298,173.0173,1601453.0,5446832.0
6.13,1.72,3.56,2.78,6.0,6.0,-31.0,-60.0,15.0,-41.1703,173.0812,1606815.0,5442333.0
6.33,1.72,3.68,2.84,6.0,6.0,-23.0,-60.0,15.0,-41.2166,173.1544,1612943.0,5437191.0
6.31,1.72,3.67,2.83,6.0,6.0,-16.0,-60.0,15.0,-41.257,173.2185,1618306.0,5432691.0
6.19,1.73,3.58,2.79,6.0,6.0,-8.0,-60.0,15.0,-41.3031,173.2918,1624434.0,5427549.0
6.22,1.74,3.57,2.8,6.0,6.0,-1.0,-60.0,15.0,-41.3435,173.3561,1629796.0,5423049.0
6.37,1.71,3.73,2.85,6.0,6.0,7.0,-60.0,15.0,-41.3896,173.4297,1635925.0,5417907.0
6.39,1.68,3.8,2.86,6.0,6.0,14.0,-60.0,15.0,-41.4298,173.4941,1641287.0,5413407.0
6.28,1.67,3.76,2.82,6.0,6.0,22.0,-60.0,15.0,-41.4758,173.5678,1647415.0,5408265.0
6.0,1.67,3.58,2.74,6.0,6.0,29.0,-60.0,15.0,-41.516,173.6324,1652778.0,5403766.0
5.96,1.7,3.51,2.73,6.0,6.0,37.0,-60.0,15.0,-41.5619,173.7064,1658906.0,5398623.0
5.91,1.71,3.45,2.72,6.0,6.0,41.0,-60.0,15.0,-41.5848,173.7434,1661970.0,5396052.0
5.91,1.72,3.43,2.72,6.0,6.0,44.0,-60.0,15.0,-41.602,173.7712,1664268.0,5394124.0
6.0,1.74,3.44,2.74,6.0,6.0,48.0,-60.0,15.0,-41.6249,173.8082,1667333.0,5391553.0
6.06,1.75,3.45,2.76,6.0,6.0,51.0,-60.0,15.0,-41.6421,173.836,1669631.0,5389624.0
6.07,1.76,3.44,2.76,6.0,6.0,55.0,-60.0,15.0,-41.665,173.8731,1672695.0,5387053.0
6.01,1.76,3.41,2.74,6.0,6.0,58.0,-60.0,15.0,-41.6821,173.901,1674993.0,5385125.0
5.9,1.76,3.35,2.72,6.0,6.0,62.0,-60.0,15.0,-41.705,173.9381,1678057.0,5382554.0
5.83,1.75,3.33,2.71,6.0,6.0,65.0,-60.0,15.0,-41.7221,173.966,1680355.0,5380625.0
5.76,1.74,3.32,2.69,6.0,6.0,69.0,-60.0,15.0,-41.745,174.0032,1683420.0,5378054.0
5.7,1.73,3.29,2.68,6.0,6.0,72.0,-60.0,15.0,-41.7621,174.0311,1685718.0,5376126.0
5.57,1.73,3.22,2.66,6.0,6.0,76.0,-60.0,15.0,-41.7849,174.0684,1688782.0,5373555.0
5.46,1.74,3.15,2.66,6.0,6.0,79.0,-60.0,15.0,-41.802,174.0963,1691080.0,5371626.0
5.34,1.74,3.07,2.65,6.0,6.0,83.0,-60.0,15.0,-41.8248,174.1336,1694144.0,5369055.0
5.32,1.74,3.06,2.64,6.0,6.0,86.0,-60.0,15.0,-41.8419,174.1616,1696442.0,5367127.0
5.36,1.73,3.09,2.65,6.0,6.0,90.0,-60.0,15.0,-41.8647,174.1989,1699506.0,5364556.0
5.39,1.73,3.12,2.65,6.0,6.0,93.0,-60.0,15.0,-41.8817,174.2269,1701805.0,5362627.0
5.4,1.73,3.13,2.65,6.0,6.0,97.0,-60.0,15.0,-41.9045,174.2643,1704869.0,5360056.0
5.39,1.73,3.12,2.65,6.0,6.0,100.0,-60.0,15.0,-41.9215,174.2923,1707167.0,5358128.0
5.32,1.73,3.08,2.64,6.0,6.0,104.0,-60.0,15.0,-41.9443,174.3298,1710231.0,5355557.0
5.23,1.73,3.02,2.63,6.0,6.0,107.0,-60.0,15.0,-41.9613,174.3578,1712529.0,5353628.0
5.07,1.73,2.93,2.61,6.0,6.0,111.0,-60.0,15.0,-41.984,174.3953,1715593.0,5351057.0
4.96,1.73,2.87,2.6,6.0,6.0,114.0,-60.0,15.0,-42.001,174.4234,1717892.0,5349129.0
4.89,1.73,2.83,2.59,6.0,6.0,118.0,-60.0,15.0,-42.0237,174.461,1720956.0,5346557.0
4.93,1.73,2.85,2.59,6.0,6.0,121.0,-60.0,15.0,-42.0407,174.4891,1723254.0,5344629.0
5.1,1.73,2.95,2.61,6.0,6.0,127.0,-60.0,15.0,-42.0747,174.5455,1727850.0,5340772.0
5.19,1.73,3.0,2.63,6.0,6.0,130.0,-60.0,15.0,-42.0917,174.5737,1730148.0,5338844.0
5.53,1.73,3.2,2.65,6.0,6.0,141.0,-60.0,15.0,-42.1539,174.6772,1738575.0,5331773.0
5.59,1.73,3.23,2.66,6.0,6.0,144.0,-60.0,15.0,-42.1709,174.7055,1740873.0,5329845.0
5.69,1.73,3.29,2.68,6.0,6.0,153.0,-60.0,15.0,-42.2217,174.7904,1747767.0,5324060.0
5.73,1.73,3.31,2.69,6.0,6.0,157.0,-60.0,15.0,-42.2442,174.8281,1750831.0,5321489.0
5.82,1.73,3.36,2.7,6.0,6.0,170.0,-60.0,15.0,-42.3175,174.9511,1760790.0,5313133.0
6.05,1.73,3.5,2.75,6.0,6.0,200.0,-60.0,15.0,-42.4859,175.2359,1783771.0,5293849.0
6.42,1.73,3.71,2.87,6.0,6.0,250.0,-60.0,15.0,-42.765,175.714,1822074.0,5261710.0
6.57,1.73,3.8,2.93,6.0,6.0,300.0,-60.0,15.0,-43.042,176.1964,1860376.0,5229570.0
6.72,1.73,3.88,2.98,6.0,6.0,350.0,-60.0,15.0,-43.3167,176.6831,1898678.0,5197431.0
6.77,1.73,3.91,3.0,6.0,6.0,1200.0,-60.0,15.0,-47.6053,-174.3568,2549816.0,4651061.0
6.2,1.73,3.58,2.8,6.0,6.0,-1200.0,-50.0,15.0,-34.0825,163.3151,704881.0,6186091.0
6.2,1.73,3.58,2.8,6.0,6.0,-540.0,-50.0,15.0,-38.207,168.5519,1210471.0,5761851.0
6.2,1.73,3.58,2.8,6.0,6.0,-400.0,-50.0,15.0,-39.0567,169.7379,1317717.0,5671861.0
6.2,1.73,3.58,2.8,6.0,6.0,-300.0,-50.0,15.0,-39.6568,170.6026,1394321.0,5607582.0
6.2,1.73,3.58,2.8,6.0,6.0,-200.0,-50.0,15.0,-40.2508,171.4823,1470926.0,5543304.0
6.2,1.73,3.58,2.8,6.0,6.0,-151.0,-50.0,15.0,-40.5394,171.9191,1508462.0,5511807.0
6.2,1.73,3.58,2.8,6.0,6.0,-136.0,-50.0,15.0,-40.6275,172.0535,1519953.0,5502165.0
6.19,1.73,3.58,2.79,6.0,6.0,-121.0,-50.0,15.0,-40.7153,172.1883,1531443.0,5492523.0
6.19,1.73,3.58,2.79,6.0,6.0,-106.0,-50.0,15.0,-40.8031,172.3235,1542934.0,5482881.0
6.04,1.71,3.53,2.75,6.0,6.0,-91.0,-50.0,15.0,-40.8906,172.459,1554425.0,5473240.0
6.04,1.71,3.53,2.75,6.0,6.0,-76.0,-50.0,15.0,-40.9781,172.5948,1565915.0,5463598.0
6.08,1.69,3.6,2.76,6.0,6.0,-68.0,-50.0,15.0,-41.0246,172.6674,1572044.0,5458456.0
6.13,1.68,3.65,2.78,6.0,6.0,-61.0,-50.0,15.0,-41.0653,172.731,1577406.0,5453956.0
6.38,1.69,3.78,2.86,6.0,6.0,-53.0,-50.0,15.0,-41.1118,172.8038,1583534.0,5448814.0
6.82,1.72,3.97,3.01,6.0,6.0,-46.0,-50.0,15.0,-41.1524,172.8676,1588897.0,5444314.0
6.42,1.72,3.73,2.87,6.0,6.0,-38.0,-50.0,15.0,-41.1988,172.9406,1595025.0,5439172.0
6.23,1.71,3.64,2.8,6.0,6.0,-31.0,-50.0,15.0,-41.2393,173.0046,1600387.0,5434672.0
6.37,1.72,3.7,2.85,6.0,6.0,-23.0,-50.0,15.0,-41.2856,173.0778,1606516.0,5429530.0
6.61,1.74,3.8,2.94,6.0,6.0,-16.0,-50.0,15.0,-41.3261,173.1419,1611878.0,5425031.0
6.34,1.75,3.62,2.84,6.0,6.0,-8.0,-50.0,15.0,-41.3723,173.2153,1618006.0,5419888.0
6.53,1.77,3.69,2.91,6.0,6.0,-1.0,-50.0,15.0,-41.4127,173.2796,1623369.0,5415389.0
6.54,1.73,3.79,2.91,6.0,6.0,7.0,-50.0,15.0,-41.4588,173.3531,1629497.0,5410246.0
6.43,1.67,3.84,2.87,6.0,6.0,14.0,-50.0,15.0,-41.4991,173.4176,1634859.0,5405747.0
6.23,1.65,3.77,2.8,6.0,6.0,22.0,-50.0,15.0,-41.5452,173.4914,1640988.0,5400605.0
5.95,1.64,3.63,2.73,6.0,6.0,29.0,-50.0,15.0,-41.5854,173.556,1646350.0,5396105.0
6.02,1.66,3.63,2.75,6.0,6.0,37.0,-50.0,15.0,-41.6313,173.63,1652478.0,5390963.0
6.07,1.67,3.63,2.76,6.0,6.0,41.0,-50.0,15.0,-41.6543,173.667,1655542.0,5388392.0
6.11,1.69,3.62,2.77,6.0,6.0,44.0,-50.0,15.0,-41.6715,173.6948,1657841.0,5386463.0
6.16,1.71,3.59,2.78,6.0,6.0,48.0,-50.0,15.0,-41.6944,173.7319,1660905.0,5383892.0
6.15,1.73,3.55,2.78,6.0,6.0,51.0,-50.0,15.0,-41.7116,173.7597,1663203.0,5381964.0
6.05,1.75,3.46,2.75,6.0,6.0,55.0,-50.0,15.0,-41.7345,173.7968,1666267.0,5379393.0
5.94,1.75,3.39,2.73,6.0,6.0,58.0,-50.0,15.0,-41.7517,173.8246,1668565.0,5377464.0
5.83,1.75,3.34,2.71,6.0,6.0,62.0,-50.0,15.0,-41.7746,173.8618,1671629.0,5374893.0
5.77,1.74,3.31,2.69,6.0,6.0,65.0,-50.0,15.0,-41.7917,173.8897,1673928.0,5372965.0
5.72,1.73,3.3,2.69,6.0,6.0,69.0,-50.0,15.0,-41.8146,173.9269,1676992.0,5370394.0
5.68,1.73,3.28,2.68,6.0,6.0,72.0,-50.0,15.0,-41.8317,173.9548,1679290.0,5368465.0
5.67,1.74,3.26,2.68,6.0,6.0,76.0,-50.0,15.0,-41.8546,173.9921,1682354.0,5365894.0
5.67,1.75,3.25,2.68,6.0,6.0,79.0,-50.0,15.0,-41.8717,174.02,1684652.0,5363966.0
5.68,1.76,3.23,2.68,6.0,6.0,83.0,-50.0,15.0,-41.8945,174.0573,1687716.0,5361395.0
5.68,1.76,3.22,2.68,6.0,6.0,86.0,-50.0,15.0,-41.9116,174.0853,1690014.0,5359466.0
5.68,1.76,3.23,2.68,6.0,6.0,90.0,-50.0,15.0,-41.9344,174.1227,1693079.0,5356895.0
5.67,1.75,3.23,2.68,6.0,6.0,93.0,-50.0,15.0,-41.9515,174.1507,1695377.0,5354967.0
5.64,1.75,3.23,2.67,6.0,6.0,97.0,-50.0,15.0,-41.9743,174.1881,1698441.0,5352396.0
5.62,1.74,3.23,2.67,6.0,6.0,100.0,-50.0,15.0,-41.9914,174.2162,1700739.0,5350467.0
5.55,1.73,3.2,2.66,6.0,6.0,104.0,-50.0,15.0,-42.0141,174.2536,1703803.0,5347896.0
5.47,1.73,3.16,2.66,6.0,6.0,107.0,-50.0,15.0,-42.0312,174.2817,1706101.0,5345968.0
5.31,1.73,3.07,2.64,6.0,6.0,111.0,-50.0,15.0,-42.0539,174.3192,1709166.0,5343397.0
5.2,1.73,3.01,2.63,6.0,6.0,114.0,-50.0,15.0,-42.071,174.3473,1711464.0,5341468.0
5.12,1.73,2.96,2.62,6.0,6.0,118.0,-50.0,15.0,-42.0937,174.3848,1714528.0,5338897.0
5.13,1.73,2.97,2.62,6.0,6.0,121.0,-50.0,15.0,-42.1107,174.413,1716826.0,5336969.0
5.27,1.73,3.05,2.64,6.0,6.0,127.0,-50.0,15.0,-42.1447,174.4694,1721422.0,5333112.0
5.34,1.73,3.09,2.65,6.0,6.0,130.0,-50.0,15.0,-42.1617,174.4976,1723720.0,5331184.0
5.6,1.73,3.24,2.67,6.0,6.0,141.0,-50.0,15.0,-42.224,174.6012,1732147.0,5324113.0
5.65,1.73,3.27,2.67,6.0,6.0,144.0,-50.0,15.0,-42.241,174.6294,1734445.0,5322185.0
5.72,1.73,3.31,2.69,6.0,6.0,153.0,-50.0,15.0,-42.2918,174.7144,1741339.0,5316399.0
5.75,1.73,3.32,2.69,6.0,6.0,157.0,-50.0,15.0,-42.3144,174.7522,1744404.0,5313828.0
5.82,1.73,3.36,2.7,6.0,6.0,170.0,-50.0,15.0,-42.3877,174.8752,1754362.0,5305472.0
6.07,1.73,3.51,2.76,6.0,6.0,200.0,-50.0,15.0,-42.5564,175.1602,1777344.0,5286188.0
6.46,1.73,3.73,2.89,6.0,6.0,250.0,-50.0,15.0,-42.8358,175.6385,1815646.0,5254049.0
6.61,1.73,3.82,2.94,6.0,6.0,300.0,-50.0,15.0,-43.113,176.1211,1853948.0,5221910.0
6.76,1.73,3.91,2.99,6.0,6.0,350.0,-50.0,15.0,-43.3881,176.608,1892250.0,5189770.0
6.77,1.73,3.91,3.0,6.0,6.0,1200.0,-50.0,15.0,-47.6817,-174.4238,2543388.0,4643401.0
6.2,1.73,3.58,2.8,6.0,6.0,-1200.0,-40.0,15.0,-34.1451,163.2386,698453.0,6178431.0
6.2,1.73,3.58,2.8,6.0,6.0,-540.0,-40.0,15.0,-38.2731,168.4745,1204043.0,5754191.0
6.2,1.73,3.58,2.8,6.0,6.0,-400.0,-40.0,15.0,-39.1235,169.6605,1311289.0,5664201.0
6.2,1.73,3.58,2.8,6.0,6.0,-300.0,-40.0,15.0,-39.7242,170.5252,1387893.0,5599922.0
6.2,1.73,3.58,2.8,6.0,6.0,-200.0,-40.0,15.0,-40.3187,171.4052,1464498.0,5535643.0
6.2,1.73,3.58,2.8,6.0,6.0,-151.0,-40.0,15.0,-40.6077,171.842,1502034.0,5504146.0
6.2,1.73,3.58,2.8,6.0,6.0,-136.0,-40.0,15.0,-40.6958,171.9765,1513525.0,5494505.0
6.19,1.73,3.58,2.79,6.0,6.0,-121.0,-40.0,15.0,-40.7838,172.1113,1525015.0,5484863.0
6.19,1.73,3.58,2.79,6.0,6.0,-106.0,-40.0,15.0,-40.8716,172.2465,1536506.0,5475221.0
6.23,1.71,3.64,2.8,6.0,6.0,-91.0,-40.0,15.0,-40.9593,172.382,1547997.0,5465579.0
6.21,1.7,3.65,2.8,6.0,6.0,-76.0,-40.0,15.0,-41.0468,172.5179,1559487.0,5455937.0
6.18,1.7,3.64,2.79,6.0,6.0,-68.0,-40.0,15.0,-41.0934,172.5906,1565616.0,5450795.0
6.17,1.69,3.65,2.79,6.0,6.0,-61.0,-40.0,15.0,-41.1341,172.6542,1570978.0,5446296.0
6.2,1.72,3.6,2.8,6.0,6.0,-53.0,-40.0,15.0,-41.1806,172.727,1577106.0,5441153.0
6.7,1.74,3.85,2.97,6.0,6.0,-46.0,-40.0,15.0,-41.2213,172.7908,1582469.0,5436654.0
6.38,1.73,3.69,2.86,6.0,6.0,-38.0,-40.0,15.0,-41.2677,172.8638,1588597.0,5431511.0
6.29,1.71,3.68,2.82,6.0,6.0,-31.0,-40.0,15.0,-41.3083,172.9278,1593959.0,5427012.0
6.3,1.73,3.64,2.83,6.0,6.0,-23.0,-40.0,15.0,-41.3547,173.001,1600088.0,5421870.0
6.8,1.75,3.89,3.01,6.0,6.0,-16.0,-40.0,15.0,-41.3952,173.0652,1605450.0,5417370.0
6.8,1.77,3.84,3.01,6.0,6.0,-8.0,-40.0,15.0,-41.4414,173.1386,1611578.0,5412228.0
6.34,1.79,3.54,2.84,6.0,6.0,-1.0,-40.0,15.0,-41.4819,173.2029,1616941.0,5407728.0
6.49,1.75,3.71,2.9,6.0,6.0,7.0,-40.0,15.0,-41.528,173.2765,1623069.0,5402586.0
6.16,1.69,3.64,2.78,6.0,6.0,14.0,-40.0,15.0,-41.5684,173.341,1628431.0,5398087.0
6.15,1.64,3.75,2.78,6.0,6.0,22.0,-40.0,15.0,-41.6145,173.4148,1634560.0,5392944.0
6.21,1.61,3.87,2.8,6.0,6.0,29.0,-40.0,15.0,-41.6547,173.4794,1639922.0,5388445.0
6.31,1.63,3.87,2.83,6.0,6.0,37.0,-40.0,15.0,-41.7007,173.5534,1646050.0,5383302.0
6.25,1.64,3.81,2.81,6.0,6.0,41.0,-40.0,15.0,-41.7237,173.5904,1649115.0,5380731.0
6.16,1.65,3.73,2.78,6.0,6.0,44.0,-40.0,15.0,-41.7409,173.6182,1651413.0,5378803.0
6.03,1.68,3.59,2.75,6.0,6.0,48.0,-40.0,15.0,-41.7639,173.6553,1654477.0,5376232.0
5.93,1.71,3.48,2.73,6.0,6.0,51.0,-40.0,15.0,-41.7811,173.6832,1656775.0,5374303.0
5.81,1.73,3.35,2.7,6.0,6.0,55.0,-40.0,15.0,-41.804,173.7203,1659839.0,5371732.0
5.76,1.75,3.3,2.69,6.0,6.0,58.0,-40.0,15.0,-41.8212,173.7481,1662137.0,5369804.0
5.74,1.75,3.27,2.69,6.0,6.0,62.0,-40.0,15.0,-41.8441,173.7853,1665201.0,5367233.0
5.76,1.75,3.29,2.69,6.0,6.0,65.0,-40.0,15.0,-41.8613,173.8132,1667500.0,5365304.0
5.79,1.75,3.31,2.7,6.0,6.0,69.0,-40.0,15.0,-41.8842,173.8504,1670564.0,5362733.0
5.82,1.75,3.33,2.7,6.0,6.0,72.0,-40.0,15.0,-41.9013,173.8784,1672862.0,5360805.0
5.86,1.76,3.34,2.71,6.0,6.0,76.0,-40.0,15.0,-41.9242,173.9156,1675926.0,5358234.0
5.89,1.77,3.33,2.72,6.0,6.0,79.0,-40.0,15.0,-41.9413,173.9436,1678224.0,5356305.0
5.91,1.78,3.32,2.72,6.0,6.0,83.0,-40.0,15.0,-41.9642,173.9809,1681288.0,5353734.0
5.92,1.79,3.31,2.72,6.0,6.0,86.0,-40.0,15.0,-41.9813,174.0089,1683587.0,5351806.0
5.9,1.79,3.29,2.72,6.0,6.0,90.0,-40.0,15.0,-42.0041,174.0463,1686651.0,5349235.0
5.89,1.79,3.29,2.72,6.0,6.0,93.0,-40.0,15.0,-42.0213,174.0743,1688949.0,5347306.0
5.86,1.78,3.29,2.71,6.0,6.0,97.0,-40.0,15.0,-42.0441,174.1117,1692013.0,5344735.0
5.82,1.76,3.3,2.7,6.0,6.0,100.0,-40.0,15.0,-42.0611,174.1398,1694311.0,5342807.0
5.77,1.74,3.32,2.69,6.0,6.0,104.0,-40.0,15.0,-42.0839,174.1772,1697375.0,5340236.0
5.68,1.73,3.29,2.68,6.0,6.0,107.0,-40.0,15.0,-42.101,174.2054,1699673.0,5338307.0
5.55,1.73,3.22,2.66,6.0,6.0,111.0,-40.0,15.0,-42.1238,174.2429,1702738.0,5335736.0
5.44,1.73,3.15,2.66,6.0,6.0,114.0,-40.0,15.0,-42.1408,174.271,1705036.0,5333808.0
5.37,1.73,3.11,2.65,6.0,6.0,118.0,-40.0,15.0,-42.1636,174.3085,1708100.0,5331237.0
5.38,1.73,3.11,2.65,6.0,6.0,121.0,-40.0,15.0,-42.1806,174.3367,1710398.0,5329308.0
5.46,1.73,3.16,2.66,6.0,6.0,127.0,-40.0,15.0,-42.2147,174.3931,1714994.0,5325452.0
5.51,1.73,3.18,2.65,6.0,6.0,130.0,-40.0,15.0,-42.2317,174.4214,1717293.0,5323523.0
5.69,1.73,3.29,2.68,6.0,6.0,141.0,-40.0,15.0,-42.294,174.525,1725719.0,5316452.0
5.72,1.73,3.31,2.69,6.0,6.0,144.0,-40.0,15.0,-42.311,174.5533,1728017.0,5314524.0
5.77,1.73,3.34,2.69,6.0,6.0,153.0,-40.0,15.0,-42.3619,174.6382,1734912.0,5308739.0
5.78,1.73,3.34,2.7,6.0,6.0,157.0,-40.0,15.0,-42.3845,174.676,1737976.0,5306168.0
5.82,1.73,3.36,2.7,6.0,6.0,170.0,-40.0,15.0,-42.4579,174.7991,1747934.0,5297812.0
6.09,1.73,3.52,2.77,6.0,6.0,200.0,-40.0,15.0,-42.6268,175.0842,1770916.0,5278528.0
6.49,1.73,3.75,2.9,6.0,6.0,250.0,-40.0,15.0,-42.9065,175.5628,1809218.0,5246389.0
6.64,1.73,3.84,2.95,6.0,6.0,300.0,-40.0,15.0,-43.184,176.0456,1847520.0,5214249.0
6.77,1.73,3.91,3.0,6.0,6.0,350.0,-40.0,15.0,-43.4594,176.5328,1885822.0,5182110.0
6.77,1.73,3.91,3.0,6.0,6.0,1200.0,-40.0,15.0,-47.758,-174.4911,2536960.0,4635740.0
6.2,1.73,3.58,2.8,6.0,6.0,-1200.0,-30.0,15.0,-34.2077,163.1619,692026.0,6170770.0
6.2,1.73,3.58,2.8,6.0,6.0,-540.0,-30.0,15.0,-38.339,168.3969,1197615.0,5746530.0
6.2,1.73,3.58,2.8,6.0,6.0,-400.0,-30.0,15.0,-39.1903,169.5829,1304861.0,5656540.0
6.2,1.73,3.58,2.8,6.0,6.0,-300.0,-30.0,15.0,-39.7915,170.4478,1381466.0,5592261.0
6.2,1.73,3.58,2.8,6.0,6.0,-200.0,-30.0,15.0,-40.3866,171.3279,1458070.0,5527983.0
6.2,1.73,3.58,2.8,6.0,6.0,-151.0,-30.0,15.0,-40.6759,171.7648,1495606.0,5496486.0
6.2,1.73,3.58,2.8,6.0,6.0,-136.0,-30.0,15.0,-40.7641,171.8993,1507097.0,5486844.0
6.18,1.73,3.57,2.79,6.0,6.0,-121.0,-30.0,15.0,-40.8522,172.0341,1518587.0,5477202.0
6.18,1.73,3.57,2.79,6.0,6.0,-106.0,-30.0,15.0,-40.9401,172.1693,1530078.0,5467561.0
