Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,Northing-NZ,Easting-NZ,x_nztm,y_nztm
2.09,1.71,1.22,2.09,6.0,6.0,-1.0,-610.0,-15.0,-37.4647,177.3316,6406244.0,2893329.0,1983174.0,5844951.0
2.11,1.71,1.23,2.1,6.0,6.0,7.0,-610.0,-15.0,-37.5083,177.4036,6401102.0,2899458.0,1989321.0,5839814.0
2.15,1.71,1.26,2.11,5.89,5.89,14.0,-610.0,-15.0,-37.5464,177.4667,6396602.0,2904820.0,1994699.0,5835318.0
2.21,1.71,1.29,2.12,5.89,6.0,22.0,-610.0,-15.0,-37.5899,177.5389,6391460.0,2910948.0,2000847.0,5830180.0
2.29,1.71,1.34,2.14,6.0,6.0,29.0,-610.0,-15.0,-37.628,177.6021,6386960.0,2916310.0,2006225.0,5825683.0
2.4,1.71,1.4,2.17,6.0,6.0,37.0,-610.0,-15.0,-37.6714,177.6744,6381818.0,2922439.0,2012373.0,5820544.0
2.5,1.71,1.46,2.19,5.87,5.89,44.0,-610.0,-15.0,-37.7094,177.7378,6377318.0,2927801.0,2017752.0,5816047.0
2.53,1.71,1.48,2.19,5.78,5.85,51.0,-610.0,-15.0,-37.7473,177.8012,6372819.0,2933163.0,2023131.0,5811549.0
2.55,1.71,1.49,2.2,5.89,6.0,59.0,-610.0,-15.0,-37.7906,177.8738,6367677.0,2939292.0,2029280.0,5806408.0
2.56,1.71,1.5,2.2,5.83,6.0,66.0,-610.0,-15.0,-37.8285,177.9374,6363177.0,2944654.0,2034659.0,5801910.0
2.57,1.71,1.5,2.2,5.81,5.87,73.0,-610.0,-15.0,-37.8663,178.001,6358678.0,2950016.0,2040039.0,5797411.0
2.51,1.71,1.47,2.19,5.77,5.85,84.0,-610.0,-15.0,-37.9257,178.1011,6351607.0,2958443.0,2048493.0,5790340.0
2.33,1.71,1.36,2.15,5.77,5.87,95.0,-610.0,-15.0,-37.9849,178.2014,6344536.0,2966870.0,2056948.0,5783268.0
2.31,1.71,1.35,2.15,5.77,5.8,106.0,-610.0,-15.0,-38.0441,178.3019,6337466.0,2975296.0,2065403.0,5776195.0
2.4,1.71,1.4,2.17,6.0,6.0,117.0,-610.0,-15.0,-38.1032,178.4025,6330395.0,2983722.0,2073858.0,5769121.0
1.52,1.71,0.89,1.93,6.0,6.0,144.0,-610.0,-15.0,-38.2479,178.6501,6313040.0,3004406.0,2094612.0,5751753.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-610.0,-15.0,-38.3867,178.8895,6296327.0,3024323.0,2114598.0,5735020.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-610.0,-15.0,-38.5462,179.1669,6277044.0,3047304.0,2137660.0,5715705.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-610.0,-15.0,-38.8106,179.6318,6244904.0,3085606.0,2176096.0,5683490.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-610.0,-15.0,-39.073,180.1001,6212764.0,3123908.0,2214533.0,5651244.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-610.0,-15.0,-39.3336,180.5716,6180626.0,3162211.0,2252960.0,5618966.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-610.0,-15.0,-43.4191,189.0312,5634256.0,3813348.0,2898591.0,5066256.0
2.27,1.73,1.31,2.14,6.0,6.0,-1200.0,-590.0,-15.0,-30.6548,167.232,7161626.0,1961986.0,1046925.0,6594646.0
2.2,1.73,1.27,2.12,6.0,6.0,-540.0,-590.0,-15.0,-34.5672,172.5265,6737386.0,2467575.0,1556585.0,6175056.0
2.26,1.73,1.31,2.13,5.85,5.88,-400.0,-590.0,-15.0,-35.3743,173.7047,6647396.0,2574822.0,1664032.0,6085426.0
2.27,1.73,1.31,2.14,5.9,6.0,-300.0,-590.0,-15.0,-35.9438,174.5605,6583116.0,2651426.0,1740768.0,6021365.0
2.23,1.73,1.29,2.13,5.86,6.0,-200.0,-590.0,-15.0,-36.507,175.4286,6518838.0,2728030.0,1817518.0,5957271.0
2.16,1.72,1.26,2.11,5.8,5.87,-151.0,-590.0,-15.0,-36.7806,175.8586,6487342.0,2765567.0,1855135.0,5925850.0
2.12,1.72,1.23,2.1,6.0,6.0,-136.0,-590.0,-15.0,-36.8641,175.9909,6477699.0,2777057.0,1866651.0,5916229.0
2.12,1.71,1.24,2.1,6.0,6.0,-121.0,-590.0,-15.0,-36.9474,176.1235,6468058.0,2788548.0,1878168.0,5906607.0
2.06,1.71,1.2,2.08,6.0,6.0,-106.0,-590.0,-15.0,-37.0305,176.2563,6458416.0,2800038.0,1889686.0,5896984.0
2.05,1.71,1.2,2.08,6.0,6.0,-91.0,-590.0,-15.0,-37.1135,176.3894,6448774.0,2811529.0,1901205.0,5887360.0
2.04,1.71,1.19,2.08,6.0,6.0,-76.0,-590.0,-15.0,-37.1963,176.5229,6439132.0,2823020.0,1912724.0,5877734.0
2.04,1.71,1.19,2.08,6.0,6.0,-68.0,-590.0,-15.0,-37.2404,176.5942,6433990.0,2829148.0,1918868.0,5872600.0
2.03,1.71,1.19,2.08,6.0,6.0,-61.0,-590.0,-15.0,-37.279,176.6566,6429490.0,2834511.0,1924244.0,5868108.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-590.0,-15.0,-37.323,176.7281,6424348.0,2840639.0,1930388.0,5862973.0
2.03,1.71,1.19,2.08,6.0,6.0,-46.0,-590.0,-15.0,-37.3615,176.7906,6419848.0,2846001.0,1935765.0,5858479.0
2.0,1.71,1.17,2.07,6.0,6.0,-38.0,-590.0,-15.0,-37.4054,176.8622,6414706.0,2852130.0,1941909.0,5853344.0
1.97,1.71,1.15,2.06,6.0,6.0,-31.0,-590.0,-15.0,-37.4438,176.925,6410206.0,2857492.0,1947286.0,5848850.0
1.99,1.71,1.16,2.07,6.0,6.0,-23.0,-590.0,-15.0,-37.4877,176.9967,6405064.0,2863620.0,1953431.0,5843713.0
2.0,1.71,1.17,2.07,6.0,6.0,-16.0,-590.0,-15.0,-37.526,177.0596,6400565.0,2868983.0,1958808.0,5839219.0
2.07,1.71,1.21,2.09,5.81,5.89,-8.0,-590.0,-15.0,-37.5698,177.1315,6395422.0,2875111.0,1964953.0,5834082.0
2.11,1.71,1.23,2.1,5.86,6.0,-1.0,-590.0,-15.0,-37.6081,177.1945,6390923.0,2880473.0,1970330.0,5829586.0
2.13,1.71,1.25,2.1,6.0,6.0,7.0,-590.0,-15.0,-37.6517,177.2666,6385781.0,2886602.0,1976476.0,5824448.0
2.16,1.71,1.26,2.11,5.89,6.0,14.0,-590.0,-15.0,-37.6899,177.3297,6381281.0,2891964.0,1981854.0,5819952.0
2.23,1.71,1.3,2.13,6.0,6.0,22.0,-590.0,-15.0,-37.7336,177.402,6376138.0,2898092.0,1988000.0,5814813.0
2.29,1.71,1.34,2.14,6.0,6.0,29.0,-590.0,-15.0,-37.7717,177.4652,6371639.0,2903454.0,1993377.0,5810316.0
2.42,1.71,1.42,2.17,6.0,6.0,37.0,-590.0,-15.0,-37.8152,177.5376,6366497.0,2909583.0,1999524.0,5805176.0
2.53,1.71,1.48,2.19,5.78,5.84,44.0,-590.0,-15.0,-37.8532,177.6011,6361998.0,2914945.0,2004902.0,5800679.0
2.56,1.71,1.5,2.2,5.8,5.86,51.0,-590.0,-15.0,-37.8912,177.6646,6357498.0,2920308.0,2010280.0,5796181.0
2.61,1.71,1.53,2.21,5.89,6.0,59.0,-590.0,-15.0,-37.9346,177.7372,6352356.0,2926436.0,2016427.0,5791040.0
2.61,1.71,1.53,2.21,6.0,6.0,66.0,-590.0,-15.0,-37.9725,177.8008,6347856.0,2931798.0,2021805.0,5786541.0
2.61,1.71,1.53,2.21,5.89,5.89,73.0,-590.0,-15.0,-38.0104,177.8645,6343356.0,2937161.0,2027184.0,5782041.0
2.52,1.71,1.47,2.19,5.74,5.8,84.0,-590.0,-15.0,-38.0699,177.9647,6336286.0,2945587.0,2035636.0,5774970.0
2.33,1.71,1.36,2.15,5.87,6.0,95.0,-590.0,-15.0,-38.1293,178.0651,6329216.0,2954014.0,2044089.0,5767898.0
2.28,1.71,1.33,2.14,5.8,5.84,106.0,-590.0,-15.0,-38.1886,178.1656,6322144.0,2962440.0,2052542.0,5760824.0
2.34,1.71,1.37,2.15,5.77,5.85,117.0,-590.0,-15.0,-38.2478,178.2664,6315074.0,2970866.0,2060995.0,5753750.0
1.52,1.71,0.89,1.93,5.88,5.89,144.0,-590.0,-15.0,-38.3927,178.5142,6297719.0,2991550.0,2081744.0,5736381.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-590.0,-15.0,-38.5318,178.7539,6281006.0,3011467.0,2101724.0,5719648.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-590.0,-15.0,-38.6917,179.0315,6261722.0,3034448.0,2124780.0,5700333.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-590.0,-15.0,-38.9565,179.4969,6229583.0,3072750.0,2163204.0,5668118.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-590.0,-15.0,-39.2195,179.9656,6197444.0,3111053.0,2201629.0,5635874.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-590.0,-15.0,-39.4805,180.4377,6165304.0,3149355.0,2240043.0,5603599.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-590.0,-15.0,-43.5696,188.9119,5618935.0,3800493.0,2885634.0,5051417.0
2.27,1.73,1.31,2.14,6.0,6.0,-1200.0,-576.0,-15.0,-30.7487,167.1349,7150901.0,1952987.0,1038153.0,6583727.0
2.21,1.73,1.28,2.12,6.0,6.0,-540.0,-576.0,-15.0,-34.6637,172.4282,6726661.0,2458576.0,1547626.0,6164309.0
2.26,1.73,1.31,2.13,5.9,5.91,-400.0,-576.0,-15.0,-35.4716,173.6068,6636671.0,2565822.0,1655066.0,6074683.0
2.3,1.73,1.33,2.14,5.81,5.83,-300.0,-576.0,-15.0,-36.0419,174.4628,6572392.0,2642427.0,1731797.0,6010621.0
2.24,1.73,1.29,2.13,5.89,6.0,-200.0,-576.0,-15.0,-36.6058,175.3314,6508114.0,2719032.0,1808542.0,5946524.0
2.16,1.72,1.26,2.11,5.81,5.88,-151.0,-576.0,-15.0,-36.8798,175.7616,6476616.0,2756568.0,1846155.0,5915102.0
2.12,1.72,1.23,2.1,6.0,6.0,-136.0,-576.0,-15.0,-36.9633,175.894,6466974.0,2768058.0,1857671.0,5905481.0
2.12,1.71,1.24,2.1,6.0,6.0,-121.0,-576.0,-15.0,-37.0467,176.0266,6457333.0,2779549.0,1869187.0,5895858.0
2.06,1.71,1.2,2.08,6.0,6.0,-106.0,-576.0,-15.0,-37.13,176.1595,6447691.0,2791040.0,1880704.0,5886235.0
2.06,1.71,1.2,2.08,5.81,6.0,-91.0,-576.0,-15.0,-37.2131,176.2927,6438050.0,2802530.0,1892222.0,5876610.0
2.04,1.71,1.19,2.08,6.0,6.0,-76.0,-576.0,-15.0,-37.296,176.4262,6428407.0,2814021.0,1903740.0,5866983.0
2.04,1.71,1.19,2.08,6.0,6.0,-68.0,-576.0,-15.0,-37.3402,176.4975,6423265.0,2820149.0,1909883.0,5861849.0
2.03,1.71,1.19,2.08,6.0,6.0,-61.0,-576.0,-15.0,-37.3788,176.56,6418766.0,2825512.0,1915258.0,5857356.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-576.0,-15.0,-37.4229,176.6315,6413624.0,2831640.0,1921402.0,5852221.0
2.03,1.71,1.19,2.08,6.0,6.0,-46.0,-576.0,-15.0,-37.4614,176.6941,6409124.0,2837002.0,1926778.0,5847727.0
1.99,1.71,1.16,2.07,6.0,6.0,-38.0,-576.0,-15.0,-37.5054,176.7658,6403982.0,2843130.0,1932922.0,5842591.0
1.97,1.71,1.15,2.06,6.0,6.0,-31.0,-576.0,-15.0,-37.5439,176.8285,6399482.0,2848493.0,1938298.0,5838097.0
1.98,1.71,1.16,2.06,6.0,6.0,-23.0,-576.0,-15.0,-37.5878,176.9003,6394340.0,2854621.0,1944442.0,5832960.0
2.0,1.71,1.17,2.07,6.0,6.0,-16.0,-576.0,-15.0,-37.6262,176.9632,6389840.0,2859984.0,1949818.0,5828465.0
2.06,1.71,1.2,2.08,6.0,6.0,-8.0,-576.0,-15.0,-37.67,177.0352,6384698.0,2866112.0,1955963.0,5823328.0
2.11,1.71,1.23,2.1,6.0,6.0,-1.0,-576.0,-15.0,-37.7083,177.0982,6380198.0,2871474.0,1961339.0,5818832.0
2.14,1.71,1.25,2.1,6.0,6.0,7.0,-576.0,-15.0,-37.7521,177.1703,6375056.0,2877602.0,1967484.0,5813694.0
2.16,1.71,1.26,2.11,6.0,6.0,14.0,-576.0,-15.0,-37.7903,177.2335,6370556.0,2882965.0,1972861.0,5809197.0
2.24,1.71,1.31,2.13,6.0,6.0,22.0,-576.0,-15.0,-37.834,177.3058,6365414.0,2889093.0,1979006.0,5804058.0
2.31,1.71,1.35,2.15,6.0,6.0,29.0,-576.0,-15.0,-37.8721,177.3691,6360914.0,2894456.0,1984383.0,5799561.0
2.44,1.71,1.43,2.17,6.0,6.0,37.0,-576.0,-15.0,-37.9157,177.4416,6355772.0,2900584.0,1990528.0,5794421.0
2.55,1.71,1.49,2.2,5.79,5.89,44.0,-576.0,-15.0,-37.9538,177.505,6351273.0,2905946.0,1995906.0,5789923.0
2.63,1.71,1.54,2.22,5.89,6.0,51.0,-576.0,-15.0,-37.9919,177.5686,6346774.0,2911308.0,2001283.0,5785425.0
2.73,1.71,1.6,2.24,5.82,5.87,59.0,-576.0,-15.0,-38.0353,177.6412,6341631.0,2917437.0,2007429.0,5780283.0
2.69,1.71,1.57,2.23,5.86,5.88,66.0,-576.0,-15.0,-38.0733,177.7049,6337132.0,2922799.0,2012807.0,5775784.0
2.66,1.71,1.56,2.22,5.89,6.0,73.0,-576.0,-15.0,-38.1112,177.7686,6332632.0,2928162.0,2018185.0,5771285.0
2.49,1.71,1.46,2.19,5.83,5.87,84.0,-576.0,-15.0,-38.1708,177.8689,6325562.0,2936588.0,2026636.0,5764213.0
2.33,1.71,1.36,2.15,5.8,5.86,95.0,-576.0,-15.0,-38.2303,177.9694,6318490.0,2945015.0,2035087.0,5757141.0
2.26,1.71,1.32,2.13,5.76,5.89,106.0,-576.0,-15.0,-38.2896,178.07,6311420.0,2953441.0,2043538.0,5750067.0
2.26,1.71,1.32,2.13,5.77,5.84,117.0,-576.0,-15.0,-38.3489,178.1707,6304350.0,2961868.0,2051990.0,5742992.0
1.52,1.71,0.89,1.93,5.87,5.89,144.0,-576.0,-15.0,-38.4941,178.4188,6286994.0,2982551.0,2072735.0,5725623.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-576.0,-15.0,-38.6333,178.6586,6270282.0,3002468.0,2092713.0,5708890.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-576.0,-15.0,-38.7934,178.9364,6250998.0,3025449.0,2115764.0,5689575.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-576.0,-15.0,-39.0586,179.4021,6218858.0,3063752.0,2154180.0,5657361.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-576.0,-15.0,-39.3219,179.8712,6186719.0,3102054.0,2192597.0,5625118.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-576.0,-15.0,-39.5832,180.3436,6154580.0,3140356.0,2231002.0,5592846.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-576.0,-15.0,-43.675,188.8282,5608210.0,3791494.0,2876579.0,5041021.0
2.28,1.73,1.32,2.14,6.0,6.0,-1200.0,-560.0,-15.0,-30.8558,167.0239,7138644.0,1942702.0,1028137.0,6571261.0
2.21,1.73,1.28,2.12,6.0,6.0,-540.0,-560.0,-15.0,-34.7738,172.3156,6714404.0,2448292.0,1537388.0,6152027.0
2.26,1.73,1.31,2.13,6.0,6.0,-400.0,-560.0,-15.0,-35.5829,173.4945,6624414.0,2555538.0,1644819.0,6062407.0
2.29,1.73,1.32,2.14,5.91,5.91,-300.0,-560.0,-15.0,-36.1538,174.351,6560136.0,2632142.0,1721545.0,5998344.0
2.23,1.73,1.29,2.13,6.0,6.0,-200.0,-560.0,-15.0,-36.7186,175.2199,6495856.0,2708747.0,1798283.0,5934244.0
2.17,1.72,1.26,2.11,6.0,6.0,-151.0,-560.0,-15.0,-36.993,175.6504,6464360.0,2746283.0,1835893.0,5902820.0
2.12,1.72,1.23,2.1,6.0,6.0,-136.0,-560.0,-15.0,-37.0767,175.7828,6454718.0,2757774.0,1847407.0,5893198.0
2.14,1.71,1.25,2.1,6.0,6.0,-121.0,-560.0,-15.0,-37.1602,175.9155,6445076.0,2769264.0,1858922.0,5883575.0
2.06,1.71,1.2,2.08,6.0,6.0,-106.0,-560.0,-15.0,-37.2436,176.0485,6435434.0,2780755.0,1870438.0,5873950.0
2.06,1.71,1.2,2.08,5.79,6.0,-91.0,-560.0,-15.0,-37.3268,176.1818,6425792.0,2792246.0,1881954.0,5864325.0
2.04,1.71,1.19,2.08,6.0,6.0,-76.0,-560.0,-15.0,-37.4098,176.3154,6416151.0,2803736.0,1893471.0,5854698.0
2.03,1.71,1.19,2.08,6.0,6.0,-68.0,-560.0,-15.0,-37.4541,176.3868,6411008.0,2809865.0,1899613.0,5849563.0
2.03,1.71,1.19,2.08,6.0,6.0,-61.0,-560.0,-15.0,-37.4927,176.4493,6406509.0,2815227.0,1904988.0,5845070.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-560.0,-15.0,-37.5369,176.5208,6401366.0,2821356.0,1911131.0,5839934.0
2.03,1.71,1.19,2.08,6.0,6.0,-46.0,-560.0,-15.0,-37.5755,176.5835,6396867.0,2826718.0,1916506.0,5835440.0
1.99,1.71,1.16,2.07,6.0,6.0,-38.0,-560.0,-15.0,-37.6196,176.6552,6391724.0,2832846.0,1922649.0,5830304.0
1.97,1.71,1.15,2.06,6.0,6.0,-31.0,-560.0,-15.0,-37.6581,176.718,6387225.0,2838208.0,1928024.0,5825809.0
1.98,1.71,1.16,2.06,6.0,6.0,-23.0,-560.0,-15.0,-37.7021,176.7898,6382083.0,2844337.0,1934168.0,5820672.0
2.01,1.71,1.18,2.07,6.0,6.0,-16.0,-560.0,-15.0,-37.7405,176.8528,6377584.0,2849699.0,1939543.0,5816177.0
2.07,1.71,1.21,2.09,6.0,6.0,-8.0,-560.0,-15.0,-37.7844,176.9248,6372442.0,2855828.0,1945687.0,5811039.0
2.11,1.71,1.23,2.1,6.0,6.0,-1.0,-560.0,-15.0,-37.8228,176.9879,6367942.0,2861190.0,1951063.0,5806543.0
2.15,1.71,1.26,2.11,6.0,6.0,7.0,-560.0,-15.0,-37.8666,177.06,6362800.0,2867318.0,1957207.0,5801405.0
2.16,1.71,1.26,2.11,6.0,6.0,14.0,-560.0,-15.0,-37.9049,177.1233,6358300.0,2872680.0,1962583.0,5796908.0
2.24,1.71,1.31,2.13,6.0,6.0,22.0,-560.0,-15.0,-37.9487,177.1956,6353158.0,2878808.0,1968727.0,5791768.0
2.32,1.71,1.36,2.15,5.88,6.0,29.0,-560.0,-15.0,-37.9869,177.259,6348658.0,2884171.0,1974103.0,5787271.0
2.45,1.71,1.43,2.18,5.88,6.0,37.0,-560.0,-15.0,-38.0305,177.3315,6343516.0,2890299.0,1980248.0,5782131.0
2.56,1.71,1.5,2.2,5.81,6.0,44.0,-560.0,-15.0,-38.0687,177.3949,6339016.0,2895662.0,1985624.0,5777633.0
2.66,1.72,1.55,2.22,6.0,6.0,51.0,-560.0,-15.0,-38.1068,177.4585,6334516.0,2901024.0,1991001.0,5773134.0
2.77,1.72,1.61,2.24,5.77,5.82,59.0,-560.0,-15.0,-38.1503,177.5312,6329374.0,2907152.0,1997146.0,5767993.0
2.74,1.72,1.59,2.24,5.8,5.85,66.0,-560.0,-15.0,-38.1883,177.595,6324875.0,2912515.0,2002523.0,5763493.0
2.72,1.71,1.59,2.23,6.0,6.0,73.0,-560.0,-15.0,-38.2263,177.6587,6320376.0,2917877.0,2007899.0,5758994.0
2.51,1.71,1.47,2.19,5.82,5.87,84.0,-560.0,-15.0,-38.286,177.7591,6313304.0,2926304.0,2016349.0,5751922.0
2.31,1.72,1.34,2.15,5.77,5.82,95.0,-560.0,-15.0,-38.3456,177.8596,6306234.0,2934730.0,2024799.0,5744849.0
2.22,1.71,1.3,2.12,5.89,6.0,106.0,-560.0,-15.0,-38.405,177.9603,6299164.0,2943156.0,2033249.0,5737775.0
2.21,1.71,1.29,2.12,5.78,5.86,117.0,-560.0,-15.0,-38.4644,178.0612,6292093.0,2951583.0,2041699.0,5730700.0
1.52,1.71,0.89,1.93,5.83,5.88,144.0,-560.0,-15.0,-38.6098,178.3094,6274738.0,2972266.0,2062440.0,5713330.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-560.0,-15.0,-38.7492,178.5493,6258025.0,2992183.0,2082414.0,5696598.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-560.0,-15.0,-38.9095,178.8274,6238741.0,3015164.0,2105460.0,5677282.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-560.0,-15.0,-39.1752,179.2935,6206602.0,3053467.0,2143868.0,5645070.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-560.0,-15.0,-39.4389,179.7629,6174462.0,3091769.0,2182271.0,5612830.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-560.0,-15.0,-39.7006,180.2357,6142323.0,3130071.0,2220671.0,5580560.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-560.0,-15.0,-43.7955,188.7325,5595954.0,3781209.0,2866246.0,5029132.0
2.28,1.73,1.32,2.14,6.0,6.0,-1200.0,-548.0,-15.0,-30.936,166.9406,7129451.0,1934989.0,1020631.0,6561919.0
2.21,1.73,1.28,2.12,6.0,6.0,-540.0,-548.0,-15.0,-34.8564,172.2309,6705212.0,2440578.0,1529710.0,6142817.0
2.26,1.73,1.31,2.13,6.0,6.0,-400.0,-548.0,-15.0,-35.6662,173.4101,6615221.0,2547824.0,1637133.0,6053200.0
2.29,1.73,1.32,2.14,6.0,6.0,-300.0,-548.0,-15.0,-36.2378,174.2668,6550942.0,2624429.0,1713855.0,5989137.0
2.23,1.73,1.29,2.13,6.0,6.0,-200.0,-548.0,-15.0,-36.8032,175.1361,6486664.0,2701034.0,1790588.0,5925035.0
2.17,1.72,1.26,2.11,6.0,6.0,-151.0,-548.0,-15.0,-37.0778,175.5668,6455167.0,2738570.0,1828196.0,5893609.0
2.14,1.72,1.24,2.1,6.0,6.0,-136.0,-548.0,-15.0,-37.1616,175.6993,6445526.0,2750060.0,1839709.0,5883986.0
2.14,1.71,1.25,2.1,6.0,6.0,-121.0,-548.0,-15.0,-37.2452,175.832,6435884.0,2761551.0,1851223.0,5874363.0
2.06,1.71,1.2,2.08,6.0,6.0,-106.0,-548.0,-15.0,-37.3287,175.9651,6426242.0,2773042.0,1862738.0,5864738.0
2.05,1.71,1.2,2.08,6.0,6.0,-91.0,-548.0,-15.0,-37.412,176.0984,6416600.0,2784532.0,1874253.0,5855112.0
2.04,1.71,1.19,2.08,6.0,6.0,-76.0,-548.0,-15.0,-37.4952,176.2321,6406958.0,2796023.0,1885769.0,5845485.0
2.03,1.71,1.19,2.08,6.0,6.0,-68.0,-548.0,-15.0,-37.5394,176.3035,6401816.0,2802151.0,1891911.0,5840349.0
2.03,1.71,1.19,2.08,6.0,6.0,-61.0,-548.0,-15.0,-37.5782,176.366,6397316.0,2807514.0,1897285.0,5835856.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-548.0,-15.0,-37.6224,176.4376,6392174.0,2813642.0,1903427.0,5830720.0
2.02,1.71,1.18,2.07,6.0,6.0,-46.0,-548.0,-15.0,-37.661,176.5003,6387675.0,2819004.0,1908802.0,5826226.0
1.98,1.71,1.16,2.06,6.0,6.0,-38.0,-548.0,-15.0,-37.7051,176.572,6382532.0,2825132.0,1914944.0,5821090.0
1.96,1.71,1.15,2.06,6.0,6.0,-31.0,-548.0,-15.0,-37.7437,176.6349,6378032.0,2830495.0,1920319.0,5816595.0
1.98,1.71,1.16,2.06,6.0,6.0,-23.0,-548.0,-15.0,-37.7877,176.7067,6372890.0,2836623.0,1926462.0,5811458.0
2.02,1.71,1.18,2.07,6.0,6.0,-16.0,-548.0,-15.0,-37.8262,176.7697,6368391.0,2841986.0,1931837.0,5806962.0
2.06,1.71,1.2,2.08,6.0,6.0,-8.0,-548.0,-15.0,-37.8702,176.8418,6363248.0,2848114.0,1937980.0,5801824.0
2.11,1.71,1.23,2.1,6.0,6.0,-1.0,-548.0,-15.0,-37.9086,176.9049,6358749.0,2853476.0,1943355.0,5797328.0
2.15,1.71,1.26,2.11,5.87,6.0,7.0,-548.0,-15.0,-37.9525,176.9771,6353607.0,2859604.0,1949499.0,5792189.0
2.16,1.71,1.26,2.11,5.89,6.0,14.0,-548.0,-15.0,-37.9908,177.0403,6349108.0,2864967.0,1954874.0,5787692.0
2.24,1.71,1.31,2.13,6.0,6.0,22.0,-548.0,-15.0,-38.0346,177.1127,6343965.0,2871095.0,1961018.0,5782553.0
2.32,1.71,1.36,2.15,6.0,6.0,29.0,-548.0,-15.0,-38.0729,177.1761,6339466.0,2876458.0,1966393.0,5778055.0
2.44,1.71,1.43,2.17,6.0,6.0,37.0,-548.0,-15.0,-38.1166,177.2486,6334323.0,2882586.0,1972537.0,5772914.0
2.55,1.71,1.49,2.2,6.0,6.0,44.0,-548.0,-15.0,-38.1548,177.3122,6329824.0,2887948.0,1977913.0,5768416.0
2.6,1.71,1.52,2.21,6.0,6.0,51.0,-548.0,-15.0,-38.1929,177.3758,6325324.0,2893310.0,1983289.0,5763918.0
2.65,1.71,1.55,2.22,6.0,6.0,59.0,-548.0,-15.0,-38.2365,177.4485,6320182.0,2899439.0,1989433.0,5758776.0
2.65,1.71,1.55,2.22,5.8,5.86,66.0,-548.0,-15.0,-38.2746,177.5123,6315682.0,2904801.0,1994809.0,5754276.0
2.65,1.71,1.55,2.22,5.78,5.83,73.0,-548.0,-15.0,-38.3126,177.5761,6311182.0,2910164.0,2000185.0,5749777.0
2.48,1.71,1.45,2.18,6.0,6.0,84.0,-548.0,-15.0,-38.3723,177.6765,6304112.0,2918590.0,2008634.0,5742705.0
2.28,1.71,1.33,2.14,6.0,6.0,95.0,-548.0,-15.0,-38.4319,177.7771,6297042.0,2927016.0,2017083.0,5735632.0
2.21,1.71,1.29,2.12,5.89,6.0,106.0,-548.0,-15.0,-38.4915,177.8778,6289970.0,2935443.0,2025531.0,5728558.0
2.23,1.71,1.3,2.13,5.77,5.89,117.0,-548.0,-15.0,-38.5509,177.9787,6282900.0,2943870.0,2033980.0,5721483.0
1.52,1.71,0.89,1.93,5.85,5.89,144.0,-548.0,-15.0,-38.6965,178.2271,6265545.0,2964553.0,2054719.0,5704112.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-548.0,-15.0,-38.8361,178.4672,6248832.0,2984470.0,2074689.0,5687380.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-548.0,-15.0,-38.9966,178.7454,6229549.0,3007451.0,2097732.0,5668065.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-548.0,-15.0,-39.2625,179.2118,6197409.0,3045754.0,2136134.0,5635853.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-548.0,-15.0,-39.5265,179.6815,6165270.0,3084056.0,2174530.0,5603616.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-548.0,-15.0,-39.7885,180.1546,6133131.0,3122358.0,2212923.0,5571347.0
