Vp,Vp/Vs,Vs,Density,SF_Vp,SF_Vp/Vs,x(km),y(km),Depth(km_BSL),Latitude,Longitude,Northing-NZ,Easting-NZ,x_nztm,y_nztm
2.28,1.73,1.32,2.14,6.0,6.0,-1200.0,-1200.0,-15.0,-26.4296,171.4059,7628912.0,2354086.0,1441051.0,7075968.0
2.2,1.73,1.27,2.12,6.0,6.0,-540.0,-1200.0,-15.0,-30.3031,176.6167,7204673.0,2859676.0,1947905.0,6642288.0
2.18,1.73,1.26,2.11,6.0,6.0,-400.0,-1200.0,-15.0,-31.0734,177.7606,7114682.0,2966922.0,2054404.0,6552709.0
2.17,1.73,1.25,2.11,6.0,6.0,-300.0,-1200.0,-15.0,-31.6131,178.5904,7050404.0,3043526.0,2130662.0,6489061.0
2.16,1.73,1.25,2.11,6.0,6.0,-200.0,-1200.0,-15.0,-32.1442,179.4318,6986125.0,3120131.0,2207155.0,6425613.0
2.16,1.72,1.26,2.11,6.0,6.0,-151.0,-1200.0,-15.0,-32.4014,179.8485,6954628.0,3157667.0,2244740.0,6394573.0
2.15,1.72,1.25,2.11,6.0,6.0,-136.0,-1200.0,-15.0,-32.4797,179.9767,6944986.0,3169158.0,2256260.0,6385076.0
2.14,1.71,1.25,2.1,6.0,6.0,-121.0,-1200.0,-15.0,-32.5579,180.1052,6935344.0,3180648.0,2267787.0,6375579.0
2.13,1.71,1.25,2.1,6.0,6.0,-106.0,-1200.0,-15.0,-32.6359,180.2339,6925702.0,3192139.0,2279322.0,6366085.0
2.12,1.71,1.24,2.1,6.0,6.0,-91.0,-1200.0,-15.0,-32.7137,180.363,6916061.0,3203630.0,2290864.0,6356591.0
2.1,1.71,1.23,2.09,6.0,6.0,-76.0,-1200.0,-15.0,-32.7913,180.4923,6906419.0,3215120.0,2302413.0,6347097.0
2.1,1.71,1.23,2.09,6.0,6.0,-68.0,-1200.0,-15.0,-32.8326,180.5614,6901277.0,3221249.0,2308576.0,6342034.0
2.1,1.71,1.23,2.09,6.0,6.0,-61.0,-1200.0,-15.0,-32.8687,180.6219,6896778.0,3226611.0,2313970.0,6337604.0
2.09,1.71,1.22,2.09,6.0,6.0,-53.0,-1200.0,-15.0,-32.91,180.6912,6891635.0,3232740.0,2320137.0,6332542.0
2.08,1.71,1.22,2.09,6.0,6.0,-46.0,-1200.0,-15.0,-32.946,180.7519,6887136.0,3238102.0,2325535.0,6328111.0
2.08,1.71,1.22,2.09,6.0,6.0,-38.0,-1200.0,-15.0,-32.9872,180.8213,6881993.0,3244230.0,2331706.0,6323048.0
2.07,1.71,1.21,2.09,6.0,6.0,-31.0,-1200.0,-15.0,-33.0231,180.8821,6877494.0,3249592.0,2337107.0,6318618.0
2.06,1.71,1.2,2.08,6.0,6.0,-23.0,-1200.0,-15.0,-33.0642,180.9517,6872352.0,3255721.0,2343282.0,6313555.0
2.05,1.71,1.2,2.08,6.0,6.0,-16.0,-1200.0,-15.0,-33.1,181.0126,6867852.0,3261083.0,2348688.0,6309124.0
2.08,1.71,1.22,2.09,6.0,6.0,-8.0,-1200.0,-15.0,-33.141,181.0823,6862710.0,3267212.0,2354867.0,6304061.0
2.11,1.71,1.23,2.1,6.0,6.0,-1.0,-1200.0,-15.0,-33.1768,181.1434,6858210.0,3272574.0,2360276.0,6299629.0
2.16,1.71,1.26,2.11,6.0,6.0,7.0,-1200.0,-15.0,-33.2177,181.2133,6853068.0,3278702.0,2366459.0,6294565.0
2.17,1.71,1.27,2.11,6.0,6.0,14.0,-1200.0,-15.0,-33.2534,181.2746,6848568.0,3284064.0,2371872.0,6290133.0
2.22,1.71,1.3,2.12,6.0,6.0,22.0,-1200.0,-15.0,-33.2942,181.3446,6843426.0,3290193.0,2378060.0,6285068.0
2.29,1.71,1.34,2.14,6.0,6.0,29.0,-1200.0,-15.0,-33.3298,181.406,6838926.0,3295555.0,2383476.0,6280636.0
2.35,1.71,1.37,2.15,6.0,6.0,37.0,-1200.0,-15.0,-33.3705,181.4762,6833784.0,3301683.0,2389668.0,6275569.0
2.42,1.71,1.42,2.17,6.0,6.0,44.0,-1200.0,-15.0,-33.4061,181.5377,6829284.0,3307046.0,2395089.0,6271136.0
2.44,1.71,1.43,2.17,6.0,6.0,51.0,-1200.0,-15.0,-33.4416,181.5993,6824785.0,3312408.0,2400510.0,6266702.0
2.48,1.71,1.45,2.18,6.0,6.0,59.0,-1200.0,-15.0,-33.4822,181.6698,6819642.0,3318536.0,2406709.0,6261634.0
2.49,1.71,1.46,2.19,6.0,6.0,66.0,-1200.0,-15.0,-33.5176,181.7315,6815143.0,3323899.0,2412135.0,6257199.0
2.5,1.71,1.46,2.19,6.0,6.0,73.0,-1200.0,-15.0,-33.5531,181.7933,6810644.0,3329261.0,2417562.0,6252763.0
2.48,1.71,1.45,2.18,6.0,6.0,84.0,-1200.0,-15.0,-33.6086,181.8905,6803573.0,3337688.0,2426095.0,6245792.0
2.26,1.71,1.32,2.13,6.0,6.0,95.0,-1200.0,-15.0,-33.6641,181.9879,6796502.0,3346114.0,2434631.0,6238818.0
2.28,1.71,1.33,2.14,6.0,6.0,106.0,-1200.0,-15.0,-33.7196,182.0855,6789432.0,3354540.0,2443173.0,6231843.0
2.39,1.71,1.4,2.16,6.0,6.0,117.0,-1200.0,-15.0,-33.7749,182.1832,6782362.0,3362967.0,2451718.0,6224865.0
1.52,1.71,0.89,1.93,6.0,6.0,144.0,-1200.0,-15.0,-33.9103,182.4238,6765006.0,3383650.0,2472713.0,6207730.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-1200.0,-15.0,-34.0403,182.6564,6748294.0,3403568.0,2492954.0,6191215.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-1200.0,-15.0,-34.1897,182.926,6729010.0,3426549.0,2516340.0,6172139.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-1200.0,-15.0,-34.4374,183.3781,6696870.0,3464851.0,2555388.0,6140292.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-1200.0,-15.0,-34.6836,183.8337,6664731.0,3503153.0,2594520.0,6108362.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-1200.0,-15.0,-34.9283,184.2928,6632592.0,3541455.0,2633734.0,6076337.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-1200.0,-15.0,-38.9478,192.5234,6086222.0,4192593.0,3298360.0,5503302.0
2.28,1.73,1.32,2.14,6.0,6.0,-1200.0,-703.0,-15.0,-29.8903,168.0112,7248188.0,2034621.0,1118009.0,6683110.0
2.22,1.73,1.28,2.12,6.0,6.0,-540.0,-703.0,-15.0,-33.7851,173.3123,6823948.0,2540210.0,1628932.0,6261828.0
2.24,1.73,1.29,2.13,6.0,6.0,-400.0,-703.0,-15.0,-34.5852,174.4871,6733958.0,2647456.0,1736407.0,6172150.0
2.24,1.73,1.29,2.13,6.0,6.0,-300.0,-703.0,-15.0,-35.1493,175.3398,6669680.0,2724061.0,1813164.0,6108098.0
2.23,1.73,1.29,2.13,6.0,6.0,-200.0,-703.0,-15.0,-35.7068,176.2044,6605401.0,2800666.0,1889946.0,6044035.0
2.18,1.72,1.27,2.11,6.0,6.0,-151.0,-703.0,-15.0,-35.9776,176.6326,6573904.0,2838202.0,1927584.0,6012635.0
2.13,1.72,1.24,2.1,6.0,6.0,-136.0,-703.0,-15.0,-36.0601,176.7643,6564262.0,2849692.0,1939109.0,6003021.0
2.11,1.71,1.23,2.1,6.0,6.0,-121.0,-703.0,-15.0,-36.1425,176.8962,6554620.0,2861183.0,1950635.0,5993406.0
2.08,1.71,1.22,2.09,6.0,6.0,-106.0,-703.0,-15.0,-36.2248,177.0284,6544978.0,2872674.0,1962161.0,5983790.0
2.06,1.71,1.2,2.08,6.0,6.0,-91.0,-703.0,-15.0,-36.3069,177.161,6535337.0,2884164.0,1973689.0,5974172.0
2.05,1.71,1.2,2.08,6.0,6.0,-76.0,-703.0,-15.0,-36.3888,177.2938,6525696.0,2895655.0,1985218.0,5964553.0
2.05,1.71,1.2,2.08,6.0,6.0,-68.0,-703.0,-15.0,-36.4324,177.3647,6520552.0,2901783.0,1991368.0,5959422.0
2.04,1.71,1.19,2.08,6.0,6.0,-61.0,-703.0,-15.0,-36.4706,177.4269,6516053.0,2907146.0,1996748.0,5954933.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-703.0,-15.0,-36.5141,177.498,6510911.0,2913274.0,2002898.0,5949801.0
2.03,1.71,1.19,2.08,6.0,6.0,-46.0,-703.0,-15.0,-36.5522,177.5603,6506412.0,2918636.0,2008279.0,5945311.0
2.03,1.71,1.19,2.08,6.0,6.0,-38.0,-703.0,-15.0,-36.5957,177.6315,6501269.0,2924765.0,2014429.0,5940178.0
2.02,1.71,1.18,2.07,6.0,6.0,-31.0,-703.0,-15.0,-36.6337,177.6939,6496770.0,2930127.0,2019810.0,5935688.0
2.01,1.71,1.18,2.07,6.0,6.0,-23.0,-703.0,-15.0,-36.6771,177.7654,6491628.0,2936255.0,2025961.0,5930555.0
2.0,1.71,1.17,2.07,6.0,6.0,-16.0,-703.0,-15.0,-36.715,177.8279,6487128.0,2941618.0,2031344.0,5926064.0
2.04,1.71,1.19,2.08,6.0,6.0,-8.0,-703.0,-15.0,-36.7583,177.8995,6481986.0,2947746.0,2037495.0,5920930.0
2.08,1.71,1.22,2.09,6.0,6.0,-1.0,-703.0,-15.0,-36.7961,177.9622,6477486.0,2953108.0,2042878.0,5916438.0
2.11,1.71,1.23,2.1,6.0,6.0,7.0,-703.0,-15.0,-36.8393,178.0339,6472344.0,2959236.0,2049030.0,5911304.0
2.14,1.71,1.25,2.1,6.0,6.0,14.0,-703.0,-15.0,-36.8771,178.0967,6467844.0,2964599.0,2054414.0,5906811.0
2.2,1.71,1.29,2.12,6.0,6.0,22.0,-703.0,-15.0,-36.9202,178.1686,6462702.0,2970727.0,2060567.0,5901676.0
2.26,1.71,1.32,2.13,6.0,6.0,29.0,-703.0,-15.0,-36.9579,178.2316,6458202.0,2976090.0,2065951.0,5897182.0
2.34,1.71,1.37,2.15,6.0,6.0,37.0,-703.0,-15.0,-37.001,178.3036,6453060.0,2982218.0,2072105.0,5892046.0
2.43,1.71,1.42,2.17,6.0,6.0,44.0,-703.0,-15.0,-37.0386,178.3667,6448560.0,2987580.0,2077489.0,5887551.0
2.46,1.71,1.44,2.18,6.0,6.0,51.0,-703.0,-15.0,-37.0762,178.4299,6444061.0,2992943.0,2082874.0,5883056.0
2.5,1.71,1.46,2.19,6.0,6.0,59.0,-703.0,-15.0,-37.1191,178.5021,6438919.0,2999071.0,2089029.0,5877918.0
2.51,1.71,1.47,2.19,6.0,6.0,66.0,-703.0,-15.0,-37.1566,178.5654,6434420.0,3004433.0,2094415.0,5873422.0
2.53,1.71,1.48,2.19,6.0,6.0,73.0,-703.0,-15.0,-37.1941,178.6288,6429920.0,3009796.0,2099800.0,5868925.0
2.46,1.71,1.44,2.18,6.0,6.0,84.0,-703.0,-15.0,-37.2529,178.7285,6422849.0,3018222.0,2108264.0,5861858.0
2.17,1.71,1.27,2.11,6.0,6.0,95.0,-703.0,-15.0,-37.3116,178.8284,6415778.0,3026648.0,2116729.0,5854790.0
2.31,1.71,1.35,2.15,6.0,6.0,106.0,-703.0,-15.0,-37.3703,178.9284,6408708.0,3035075.0,2125194.0,5847720.0
2.42,1.71,1.42,2.17,6.0,6.0,117.0,-703.0,-15.0,-37.4288,179.0285,6401637.0,3043502.0,2133659.0,5840649.0
1.52,1.71,0.89,1.93,6.0,6.0,144.0,-703.0,-15.0,-37.5722,179.2751,6384282.0,3064185.0,2154440.0,5823288.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-703.0,-15.0,-37.7098,179.5134,6367570.0,3084102.0,2174454.0,5806561.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-703.0,-15.0,-37.8679,179.7895,6348286.0,3107083.0,2197552.0,5787251.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-703.0,-15.0,-38.1299,180.2523,6316146.0,3145386.0,2236049.0,5755038.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-703.0,-15.0,-38.3901,180.7183,6284007.0,3183688.0,2274549.0,5722787.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-703.0,-15.0,-38.6484,181.1876,6251868.0,3221990.0,2313047.0,5690496.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-703.0,-15.0,-42.7194,189.5836,5705498.0,3873128.0,2959218.0,5135100.0
2.28,1.73,1.32,2.14,6.0,6.0,-1200.0,-653.0,-15.0,-30.2299,167.6672,7209886.0,2002482.0,1086487.0,6643896.0
2.22,1.73,1.28,2.12,6.0,6.0,-540.0,-653.0,-15.0,-34.1318,172.9663,6785646.0,2508071.0,1596911.0,6223428.0
2.24,1.73,1.29,2.13,6.0,6.0,-400.0,-653.0,-15.0,-34.935,174.1428,6695656.0,2615317.0,1704382.0,6133774.0
2.24,1.73,1.29,2.13,6.0,6.0,-300.0,-653.0,-15.0,-35.5014,174.9969,6631378.0,2691922.0,1781133.0,6069717.0
2.23,1.73,1.29,2.13,6.0,6.0,-200.0,-653.0,-15.0,-36.0615,175.8631,6567098.0,2768526.0,1857903.0,6005638.0
2.17,1.72,1.26,2.11,6.0,6.0,-151.0,-653.0,-15.0,-36.3335,176.2921,6535602.0,2806062.0,1895533.0,5974228.0
2.12,1.72,1.23,2.1,6.0,6.0,-136.0,-653.0,-15.0,-36.4165,176.4241,6525960.0,2817553.0,1907054.0,5964610.0
2.1,1.71,1.23,2.09,6.0,6.0,-121.0,-653.0,-15.0,-36.4992,176.5563,6516318.0,2829044.0,1918576.0,5954991.0
2.07,1.71,1.21,2.09,6.0,6.0,-106.0,-653.0,-15.0,-36.5819,176.6888,6506676.0,2840534.0,1930099.0,5945372.0
2.05,1.71,1.2,2.08,6.0,6.0,-91.0,-653.0,-15.0,-36.6644,176.8216,6497034.0,2852025.0,1941623.0,5935751.0
2.05,1.71,1.2,2.08,6.0,6.0,-76.0,-653.0,-15.0,-36.7467,176.9547,6487392.0,2863516.0,1953147.0,5926128.0
2.04,1.71,1.19,2.08,6.0,6.0,-68.0,-653.0,-15.0,-36.7905,177.0258,6482250.0,2869644.0,1959294.0,5920996.0
2.04,1.71,1.19,2.08,6.0,6.0,-61.0,-653.0,-15.0,-36.8289,177.0881,6477751.0,2875006.0,1964673.0,5916505.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-653.0,-15.0,-36.8726,177.1593,6472609.0,2881134.0,1970820.0,5911372.0
2.03,1.71,1.19,2.08,6.0,6.0,-46.0,-653.0,-15.0,-36.9109,177.2218,6468110.0,2886497.0,1976199.0,5906880.0
2.03,1.71,1.19,2.08,6.0,6.0,-38.0,-653.0,-15.0,-36.9546,177.2932,6462967.0,2892625.0,1982347.0,5901746.0
2.01,1.71,1.18,2.07,6.0,6.0,-31.0,-653.0,-15.0,-36.9927,177.3557,6458468.0,2897988.0,1987726.0,5897254.0
2.0,1.71,1.17,2.07,6.0,6.0,-23.0,-653.0,-15.0,-37.0363,177.4273,6453325.0,2904116.0,1993875.0,5892119.0
1.99,1.71,1.16,2.07,6.0,6.0,-16.0,-653.0,-15.0,-37.0744,177.49,6448826.0,2909478.0,1999255.0,5887626.0
2.04,1.71,1.19,2.08,6.0,6.0,-8.0,-653.0,-15.0,-37.1179,177.5617,6443683.0,2915607.0,2005403.0,5882490.0
2.07,1.71,1.21,2.09,6.0,6.0,-1.0,-653.0,-15.0,-37.156,177.6246,6439184.0,2920969.0,2010784.0,5877997.0
2.1,1.71,1.23,2.09,6.0,6.0,7.0,-653.0,-15.0,-37.1994,177.6964,6434042.0,2927097.0,2016933.0,5872860.0
2.13,1.71,1.25,2.1,6.0,6.0,14.0,-653.0,-15.0,-37.2374,177.7594,6429542.0,2932460.0,2022314.0,5868366.0
2.19,1.71,1.28,2.12,6.0,6.0,22.0,-653.0,-15.0,-37.2807,177.8315,6424400.0,2938588.0,2028464.0,5863229.0
2.26,1.71,1.32,2.13,6.0,6.0,29.0,-653.0,-15.0,-37.3186,177.8945,6419900.0,2943950.0,2033845.0,5858733.0
2.34,1.71,1.37,2.15,6.0,6.0,37.0,-653.0,-15.0,-37.3618,177.9668,6414758.0,2950078.0,2039995.0,5853595.0
2.43,1.71,1.42,2.17,6.0,6.0,44.0,-653.0,-15.0,-37.3996,178.03,6410258.0,2955441.0,2045377.0,5849099.0
2.46,1.71,1.44,2.18,5.88,5.89,51.0,-653.0,-15.0,-37.4374,178.0933,6405759.0,2960803.0,2050759.0,5844602.0
2.5,1.71,1.46,2.19,5.89,6.0,59.0,-653.0,-15.0,-37.4805,178.1657,6400616.0,2966932.0,2056910.0,5839462.0
2.51,1.71,1.47,2.19,6.0,6.0,66.0,-653.0,-15.0,-37.5182,178.2292,6396117.0,2972294.0,2062292.0,5834965.0
2.51,1.71,1.47,2.19,5.78,5.81,73.0,-653.0,-15.0,-37.5559,178.2927,6391618.0,2977656.0,2067674.0,5830467.0
2.45,1.71,1.43,2.18,5.84,5.89,84.0,-653.0,-15.0,-37.615,178.3926,6384547.0,2986083.0,2076133.0,5823397.0
2.15,1.71,1.26,2.11,5.84,5.89,95.0,-653.0,-15.0,-37.674,178.4927,6377476.0,2994509.0,2084592.0,5816327.0
2.31,1.71,1.35,2.15,5.89,6.0,106.0,-653.0,-15.0,-37.733,178.593,6370406.0,3002936.0,2093051.0,5809255.0
2.42,1.71,1.42,2.17,6.0,6.0,117.0,-653.0,-15.0,-37.7918,178.6934,6363335.0,3011362.0,2101511.0,5802182.0
1.52,1.71,0.89,1.93,6.0,6.0,144.0,-653.0,-15.0,-37.9359,178.9405,6345980.0,3032046.0,2122277.0,5784816.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-653.0,-15.0,-38.0741,179.1794,6329267.0,3051962.0,2142276.0,5768086.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-653.0,-15.0,-38.233,179.4562,6309984.0,3074944.0,2165352.0,5748771.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-653.0,-15.0,-38.4963,179.9201,6277844.0,3113246.0,2203818.0,5716556.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-653.0,-15.0,-38.7577,180.3873,6245704.0,3151548.0,2242280.0,5684307.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-653.0,-15.0,-39.0172,180.8578,6213566.0,3189850.0,2280738.0,5652022.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-653.0,-15.0,-43.0955,189.287,5667196.0,3840988.0,2926542.0,5098117.0
2.28,1.73,1.32,2.14,6.0,6.0,-1200.0,-632.0,-15.0,-30.3719,167.5224,7193800.0,1988983.0,1073281.0,6627459.0
2.21,1.73,1.28,2.12,6.0,6.0,-540.0,-632.0,-15.0,-34.2771,172.8202,6769560.0,2494572.0,1583467.0,6207303.0
2.25,1.73,1.3,2.13,6.0,6.0,-400.0,-632.0,-15.0,-35.0816,173.9973,6679570.0,2601818.0,1690931.0,6117657.0
2.25,1.73,1.3,2.13,6.0,6.0,-300.0,-632.0,-15.0,-35.649,174.852,6615290.0,2678423.0,1767679.0,6053598.0
2.23,1.73,1.29,2.13,6.0,6.0,-200.0,-632.0,-15.0,-36.2102,175.7188,6551012.0,2755028.0,1844443.0,5989514.0
2.17,1.72,1.26,2.11,6.0,6.0,-151.0,-632.0,-15.0,-36.4827,176.1482,6519515.0,2792564.0,1882068.0,5958100.0
2.12,1.72,1.23,2.1,6.0,6.0,-136.0,-632.0,-15.0,-36.5658,176.2803,6509873.0,2804054.0,1893588.0,5948481.0
2.11,1.71,1.23,2.1,6.0,6.0,-121.0,-632.0,-15.0,-36.6488,176.4126,6500232.0,2815545.0,1905108.0,5938861.0
2.06,1.71,1.2,2.08,6.0,6.0,-106.0,-632.0,-15.0,-36.7316,176.5452,6490590.0,2827036.0,1916630.0,5929240.0
2.05,1.71,1.2,2.08,6.0,6.0,-91.0,-632.0,-15.0,-36.8142,176.6781,6480948.0,2838526.0,1928152.0,5919618.0
2.05,1.71,1.2,2.08,6.0,6.0,-76.0,-632.0,-15.0,-36.8967,176.8113,6471306.0,2850017.0,1939675.0,5909994.0
2.04,1.71,1.19,2.08,6.0,6.0,-68.0,-632.0,-15.0,-36.9407,176.8825,6466164.0,2856146.0,1945820.0,5904861.0
2.04,1.71,1.19,2.08,6.0,6.0,-61.0,-632.0,-15.0,-36.9791,176.9448,6461664.0,2861508.0,1951198.0,5900370.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-632.0,-15.0,-37.0229,177.0162,6456522.0,2867636.0,1957344.0,5895236.0
2.03,1.71,1.19,2.08,6.0,6.0,-46.0,-632.0,-15.0,-37.0612,177.0786,6452022.0,2872998.0,1962723.0,5890744.0
2.02,1.71,1.18,2.07,6.0,6.0,-38.0,-632.0,-15.0,-37.105,177.1501,6446880.0,2879127.0,1968869.0,5885609.0
2.0,1.71,1.17,2.07,6.0,6.0,-31.0,-632.0,-15.0,-37.1433,177.2127,6442380.0,2884489.0,1974248.0,5881116.0
1.99,1.71,1.16,2.07,6.0,6.0,-23.0,-632.0,-15.0,-37.1869,177.2844,6437238.0,2890618.0,1980395.0,5875981.0
1.99,1.71,1.16,2.07,6.0,6.0,-16.0,-632.0,-15.0,-37.2251,177.3471,6432739.0,2895980.0,1985774.0,5871487.0
2.05,1.71,1.2,2.08,6.0,6.0,-8.0,-632.0,-15.0,-37.2687,177.4189,6427596.0,2902108.0,1991922.0,5866351.0
2.08,1.71,1.22,2.09,6.0,6.0,-1.0,-632.0,-15.0,-37.3068,177.4818,6423096.0,2907470.0,1997301.0,5861857.0
2.11,1.71,1.23,2.1,6.0,6.0,7.0,-632.0,-15.0,-37.3504,177.5537,6417954.0,2913599.0,2003449.0,5856720.0
2.15,1.71,1.26,2.11,6.0,6.0,14.0,-632.0,-15.0,-37.3884,177.6168,6413455.0,2918961.0,2008829.0,5852224.0
2.2,1.71,1.29,2.12,6.0,6.0,22.0,-632.0,-15.0,-37.4318,177.6889,6408312.0,2925089.0,2014977.0,5847087.0
2.27,1.71,1.33,2.14,6.0,6.0,29.0,-632.0,-15.0,-37.4698,177.752,6403813.0,2930452.0,2020357.0,5842591.0
2.34,1.71,1.37,2.15,6.0,6.0,37.0,-632.0,-15.0,-37.5131,177.8243,6398671.0,2936580.0,2026506.0,5837452.0
2.43,1.71,1.42,2.17,6.0,6.0,44.0,-632.0,-15.0,-37.551,177.8876,6394172.0,2941942.0,2031886.0,5832955.0
2.46,1.71,1.44,2.18,5.84,5.89,51.0,-632.0,-15.0,-37.5888,177.951,6389672.0,2947305.0,2037267.0,5828458.0
2.5,1.71,1.46,2.19,5.85,5.89,59.0,-632.0,-15.0,-37.6321,178.0235,6384530.0,2953433.0,2043416.0,5823318.0
2.52,1.71,1.47,2.19,5.78,6.0,66.0,-632.0,-15.0,-37.6698,178.087,6380030.0,2958796.0,2048798.0,5818820.0
2.53,1.71,1.48,2.19,5.85,5.89,73.0,-632.0,-15.0,-37.7076,178.1505,6375531.0,2964158.0,2054179.0,5814321.0
2.45,1.71,1.43,2.18,5.76,5.89,84.0,-632.0,-15.0,-37.7668,178.2506,6368460.0,2972584.0,2062635.0,5807251.0
2.21,1.71,1.29,2.12,5.84,5.88,95.0,-632.0,-15.0,-37.826,178.3508,6361389.0,2981011.0,2071092.0,5800180.0
2.3,1.71,1.35,2.14,5.84,5.88,106.0,-632.0,-15.0,-37.885,178.4511,6354318.0,2989437.0,2079549.0,5793107.0
2.42,1.71,1.42,2.17,6.0,6.0,117.0,-632.0,-15.0,-37.944,178.5516,6347248.0,2997864.0,2088006.0,5786034.0
1.52,1.71,0.89,1.93,6.0,6.0,144.0,-632.0,-15.0,-38.0883,178.799,6329892.0,3018547.0,2108767.0,5768666.0
1.52,1.71,0.89,1.93,6.0,6.0,170.0,-632.0,-15.0,-38.2268,179.0382,6313180.0,3038464.0,2128759.0,5751935.0
1.52,1.71,0.89,1.93,6.0,6.0,200.0,-632.0,-15.0,-38.386,179.3152,6293896.0,3061445.0,2151828.0,5732620.0
1.52,1.71,0.89,1.93,6.0,6.0,250.0,-632.0,-15.0,-38.6499,179.7796,6261758.0,3099748.0,2190280.0,5700405.0
1.52,1.71,0.89,1.93,6.0,6.0,300.0,-632.0,-15.0,-38.9118,180.2473,6229618.0,3138050.0,2228729.0,5668157.0
1.52,1.71,0.89,1.93,6.0,6.0,350.0,-632.0,-15.0,-39.1718,180.7183,6197478.0,3176352.0,2267171.0,5635875.0
1.52,1.71,0.89,1.93,6.0,6.0,1200.0,-632.0,-15.0,-43.2535,189.1622,5651109.0,3827490.0,2912875.0,5082564.0
2.27,1.73,1.31,2.14,6.0,6.0,-1200.0,-610.0,-15.0,-30.5203,167.3704,7176946.0,1974842.0,1059467.0,6610261.0
2.2,1.73,1.27,2.12,6.0,6.0,-540.0,-610.0,-15.0,-34.4291,172.6666,6752706.0,2480431.0,1569385.0,6190411.0
2.26,1.73,1.31,2.13,5.88,6.0,-400.0,-610.0,-15.0,-35.235,173.8443,6662716.0,2587677.0,1676841.0,6100773.0
2.26,1.73,1.31,2.13,6.0,6.0,-300.0,-610.0,-15.0,-35.8035,174.6996,6598438.0,2664282.0,1753583.0,6036713.0
2.23,1.73,1.29,2.13,6.0,6.0,-200.0,-610.0,-15.0,-36.3657,175.5671,6534158.0,2740886.0,1830340.0,5972624.0
2.17,1.72,1.26,2.11,6.0,6.0,-151.0,-610.0,-15.0,-36.6389,175.9968,6502662.0,2778422.0,1867961.0,5941206.0
2.11,1.72,1.23,2.1,6.0,6.0,-136.0,-610.0,-15.0,-36.7221,176.129,6493020.0,2789913.0,1879479.0,5931586.0
2.12,1.71,1.24,2.1,6.0,6.0,-121.0,-610.0,-15.0,-36.8053,176.2614,6483378.0,2801404.0,1890998.0,5921965.0
2.06,1.71,1.2,2.08,6.0,6.0,-106.0,-610.0,-15.0,-36.8882,176.3942,6473736.0,2812894.0,1902517.0,5912343.0
2.05,1.71,1.2,2.08,6.0,6.0,-91.0,-610.0,-15.0,-36.9711,176.5272,6464094.0,2824385.0,1914037.0,5902720.0
2.05,1.71,1.2,2.08,6.0,6.0,-76.0,-610.0,-15.0,-37.0537,176.6605,6454453.0,2835876.0,1925558.0,5893095.0
2.04,1.71,1.19,2.08,6.0,6.0,-68.0,-610.0,-15.0,-37.0978,176.7318,6449310.0,2842004.0,1931703.0,5887961.0
2.03,1.71,1.19,2.08,6.0,6.0,-61.0,-610.0,-15.0,-37.1362,176.7942,6444811.0,2847366.0,1937080.0,5883469.0
2.03,1.71,1.19,2.08,6.0,6.0,-53.0,-610.0,-15.0,-37.1802,176.8655,6439669.0,2853495.0,1943225.0,5878335.0
2.03,1.71,1.19,2.08,6.0,6.0,-46.0,-610.0,-15.0,-37.2186,176.9281,6435170.0,2858857.0,1948603.0,5873842.0
2.02,1.71,1.18,2.07,6.0,6.0,-38.0,-610.0,-15.0,-37.2625,176.9996,6430027.0,2864985.0,1954748.0,5868707.0
1.99,1.71,1.16,2.07,6.0,6.0,-31.0,-610.0,-15.0,-37.3008,177.0623,6425528.0,2870348.0,1960126.0,5864213.0
1.99,1.71,1.16,2.07,6.0,6.0,-23.0,-610.0,-15.0,-37.3446,177.134,6420386.0,2876476.0,1966272.0,5859077.0
1.99,1.71,1.16,2.07,6.0,6.0,-16.0,-610.0,-15.0,-37.3828,177.1968,6415886.0,2881838.0,1971650.0,5854583.0
2.06,1.71,1.2,2.08,5.84,5.89,-8.0,-610.0,-15.0,-37.4265,177.2686,6410743.0,2887967.0,1977796.0,5849446.0
